experiment,sentence,response,response_round,subtype,type,lexicalization
Davidjuk_2023,Никита или я внесут этот небольшой аванс.,3.7,4.0,coordination,stimul,14.0
Davidjuk_2023,"Или я, или Паша посетит этот научный семинар.",3.4,3.0,coordination,stimul,16.0
Davidjuk_2023,"Или я, или Петя подниму этот важный вопрос.",2.5,2.0,coordination,stimul,15.0
Davidjuk_2023,"И я, и Влад покажем короткую дорогу.",3.0,3.0,coordination,stimul,13.0
Davidjuk_2023,"И я, и Стёпа попробую яблочный пирог.",2.4,2.0,coordination,stimul,9.0
Davidjuk_2023,"И я, и Юра устрою детский праздник.",2.0,2.0,coordination,stimul,26.0
Davidjuk_2023,"И Никита, и я попросим дополнительный отгул.",4.7,5.0,coordination,stimul,10.0
Davidjuk_2023,Я или Стёпа исполнят эту оперную арию.,3.8,4.0,coordination,stimul,4.0
Davidjuk_2023,Я и Федя разработаю детальный план.,1.8,2.0,coordination,stimul,27.0
Davidjuk_2023,"Или Лёва, или я решу эту сложную задачу.",4.3,4.0,coordination,stimul,11.0
Davidjuk_2023,"И я, и Миша сдадут вступительный экзамен.",3.6,4.0,coordination,stimul,8.0
Davidjuk_2023,"Или Саша, или Коля прочитаем это длинное письмо.",3.620253164556962,4.0,bad,filler,33.0
Davidjuk_2023,"Или я, или Слава купит эту известную картину.",4.6,5.0,coordination,stimul,19.0
Davidjuk_2023,Яша или я закажет этот дорогой десерт.,3.9,4.0,coordination,stimul,24.0
Davidjuk_2023,Стёпа и я попробую яблочный пирог.,2.9,3.0,coordination,stimul,9.0
Davidjuk_2023,"И я, и Максим прогуляет последний урок.",2.1,2.0,coordination,stimul,32.0
Davidjuk_2023,"Или я, или Вова споют эту весёлую песню.",3.2,3.0,coordination,stimul,3.0
Davidjuk_2023,"Или я, или Никита побелит этот высокий потолок.",2.6,3.0,coordination,stimul,20.0
Davidjuk_2023,Я или Дима послушаем это голосовое сообщение.,4.7,5.0,coordination,stimul,5.0
Davidjuk_2023,Я и Петя нарисую подробную схему.,2.888888888888889,3.0,coordination,stimul,1.0
Davidjuk_2023,"Или я, или Стёпа исполнят эту оперную арию.",2.888888888888889,3.0,coordination,stimul,4.0
Davidjuk_2023,Я или Гена раскрою эту подлое преступление.,2.0,2.0,coordination,stimul,23.0
Davidjuk_2023,"Или я, или Вова споём эту весёлую песню.",4.1,4.0,coordination,stimul,3.0
Davidjuk_2023,Костя и я расскажет интересную историю.,2.4,2.0,coordination,stimul,22.0
Davidjuk_2023,"Или я, или Егор прочитают эту вводную лекцию.",3.5,4.0,coordination,stimul,6.0
Davidjuk_2023,Стёпа и я попробуем яблочный пирог.,6.1,6.0,coordination,stimul,9.0
Davidjuk_2023,Гена или я раскрою эту подлое преступление.,3.3,3.0,coordination,stimul,23.0
Davidjuk_2023,"И Слава, и я получим двойную зарплату.",5.0,5.0,coordination,stimul,5.0
Davidjuk_2023,Лёва или я решит эту сложную задачу.,3.3,3.0,coordination,stimul,11.0
Davidjuk_2023,Я или Костя расскажем эту интересную историю.,4.6,5.0,coordination,stimul,8.0
Davidjuk_2023,"И Володя, и я приобретут ценный опыт.",3.3,3.0,coordination,stimul,16.0
Davidjuk_2023,"Или Юра, или я устрою этот детский праздник.",4.222222222222222,4.0,coordination,stimul,12.0
Davidjuk_2023,Ваня или я отправим это заказное письмо.,5.2,5.0,coordination,stimul,18.0
Davidjuk_2023,"Или я, или Вадим соберём этот нужный материал.",4.1,4.0,coordination,stimul,9.0
Davidjuk_2023,"И Гриша, и я сыграют шахматную партию.",3.8,4.0,coordination,stimul,29.0
Davidjuk_2023,"Или я, или Яша закажем этот дорогой десерт.",4.666666666666667,5.0,coordination,stimul,24.0
Davidjuk_2023,Никита или я побелит этот высокий потолок.,3.1818181818181817,3.0,coordination,stimul,20.0
Davidjuk_2023,Я или Дима послушаю это голосовое сообщение.,3.2222222222222223,3.0,coordination,stimul,5.0
Davidjuk_2023,Я или Гена раскроют это подлое преступление.,2.9,3.0,coordination,stimul,23.0
Davidjuk_2023,"Или Миша, или я исправят эту случайную ошибку.",3.363636363636364,3.0,coordination,stimul,31.0
Davidjuk_2023,Миша или я исправят эту случайную ошибку.,4.0,4.0,coordination,stimul,31.0
Davidjuk_2023,Я и Максим прогуляю последний урок.,3.1,3.0,coordination,stimul,32.0
Davidjuk_2023,Гриша и я сыграют шахматную партию.,2.9,3.0,coordination,stimul,29.0
Davidjuk_2023,"Или я, или Гоша начнут этот непростой разговор.",3.4,3.0,coordination,stimul,28.0
Davidjuk_2023,"И Саша, и Коля оставим длинный комментарий.",2.961783439490446,3.0,bad,filler,33.0
Davidjuk_2023,Никита и я попрошу дополнительный отгул.,1.8,2.0,coordination,stimul,10.0
Davidjuk_2023,Я и Данила найдём верный ответ.,4.8,5.0,coordination,stimul,20.0
Davidjuk_2023,"Или я, или Егор прочитаем эту вводную лекцию.",4.1,4.0,coordination,stimul,6.0
Davidjuk_2023,Лёва и я решит сложную задачу.,1.9,2.0,coordination,stimul,25.0
Davidjuk_2023,"Или Костя, или я расскажем эту интересную историю.",3.8181818181818175,4.0,coordination,stimul,8.0
Davidjuk_2023,Я и Костя расскажу интересную историю.,2.1,2.0,coordination,stimul,22.0
Davidjuk_2023,"Или я, или Влад покрашу этот новый забор.",2.4,2.0,coordination,stimul,21.0
Davidjuk_2023,Я и Гриша сыграем шахматную партию.,4.7,5.0,coordination,stimul,29.0
Davidjuk_2023,Я или Лёва произнесу эту торжественную речь.,2.4,2.0,coordination,stimul,30.0
Davidjuk_2023,"И Лёва, и я решит сложную задачу.",1.8,2.0,coordination,stimul,25.0
Davidjuk_2023,Игорь и я совершит далёкое путешествие.,2.7,3.0,coordination,stimul,28.0
Davidjuk_2023,Слава или я купят эту известную картину.,3.1818181818181817,3.0,coordination,stimul,19.0
Davidjuk_2023,Я и Дима послушает праздничный концерт.,1.6,2.0,coordination,stimul,17.0
Davidjuk_2023,Игорь или я совершу это далёкое путешествие.,3.25,3.0,coordination,stimul,13.0
Davidjuk_2023,Паша и я посещу исторический музей.,2.9,3.0,coordination,stimul,11.0
Davidjuk_2023,Я или Гоша начну этот непростой разговор.,3.5,4.0,coordination,stimul,28.0
Davidjuk_2023,"И Миша, и я сдадут вступительный экзамен.",2.6,3.0,coordination,stimul,8.0
Davidjuk_2023,Андрей и я увижу кукольный спектакль.,4.3,4.0,coordination,stimul,4.0
Davidjuk_2023,Паша или я посетит этот научный семинар.,3.6,4.0,coordination,stimul,16.0
Davidjuk_2023,"Или я, или Стёпа исполним эту оперную арию.",5.222222222222222,5.0,coordination,stimul,4.0
Davidjuk_2023,"Или Костя, или я расскажет эту интересную историю.",2.7,3.0,coordination,stimul,8.0
Davidjuk_2023,Я и Юра устроит детский праздник.,1.9,2.0,coordination,stimul,26.0
Davidjuk_2023,"Или я, или Миша исправлю эту случайную ошибку.",2.6,3.0,coordination,stimul,31.0
Davidjuk_2023,Никита и я внесёт небольшой аванс.,2.8,3.0,coordination,stimul,31.0
Davidjuk_2023,Я или Вадим соберёт этот нужный материал.,3.3,3.0,coordination,stimul,9.0
Davidjuk_2023,"Или я, или Вася проведу это экстренное совещание.",3.2,3.0,coordination,stimul,1.0
Davidjuk_2023,Миша и я сдадим вступительный экзамен.,6.4,6.0,coordination,stimul,8.0
Davidjuk_2023,Яша и я приготовят вкусный обед.,3.1,3.0,coordination,stimul,30.0
Davidjuk_2023,Костя и я расскажут интересную историю.,3.4,3.0,coordination,stimul,22.0
Davidjuk_2023,Гриша или я переведём эту английскую фразу.,4.9,5.0,coordination,stimul,25.0
Davidjuk_2023,Федя и я разработаем детальный план.,5.4,5.0,coordination,stimul,27.0
Davidjuk_2023,Миша и я сдам вступительный экзамен.,3.1,3.0,coordination,stimul,8.0
Davidjuk_2023,"Или я, или Дима послушают это голосовое сообщение.",3.3,3.0,coordination,stimul,5.0
Davidjuk_2023,"Или Вадим, или я соберу этот нужный материал.",3.9,4.0,coordination,stimul,9.0
Davidjuk_2023,"Или Петя, или я поднимет этот важный вопрос.",3.2,3.0,coordination,stimul,15.0
Davidjuk_2023,Вася или я проведём это экстренное совещание.,5.3,5.0,coordination,stimul,1.0
Davidjuk_2023,Ваня и я возьмут краткосрочный отпуск.,2.3,2.0,coordination,stimul,6.0
Davidjuk_2023,Я и Слава получат двойную зарплату.,3.7,4.0,coordination,stimul,5.0
Davidjuk_2023,Петя привлечёт молодые публику.,2.3836477987421385,2.0,bad,filler,33.0
Davidjuk_2023,Я и Вася посмотрю документальный фильм.,2.9,3.0,coordination,stimul,2.0
Davidjuk_2023,"И Костя, и я расскажет интересную историю.",2.2,2.0,coordination,stimul,22.0
Davidjuk_2023,"И Боря, и я подготовим промежуточный отчёт.",5.0,5.0,coordination,stimul,21.0
Davidjuk_2023,Вадим или я соберу этот нужный материал.,2.7,3.0,coordination,stimul,9.0
Davidjuk_2023,Я или Лёва произнесём эту торжественную речь.,4.8,5.0,coordination,stimul,30.0
Davidjuk_2023,"И Олег, и я уточню необходимую информацию.",1.9,2.0,coordination,stimul,14.0
Davidjuk_2023,"Или Никита, или я побелим этот высокий потолок.",4.8,5.0,coordination,stimul,20.0
Davidjuk_2023,Петя и я нарисует подробную схему.,2.7,3.0,coordination,stimul,1.0
Davidjuk_2023,"И я, и Федя разработаем детальный план.",5.1,5.0,coordination,stimul,27.0
Davidjuk_2023,"И я, и Вова споём весёлую песню.",4.5,4.0,coordination,stimul,7.0
Davidjuk_2023,"Или Влад, или я покрасим этот новый забор.",5.0,5.0,coordination,stimul,21.0
Davidjuk_2023,Кирилл и я прополют капустную грядку.,2.9,3.0,coordination,stimul,24.0
Davidjuk_2023,Игорь и я совершим далёкое путешествие.,5.0,5.0,coordination,stimul,28.0
Davidjuk_2023,"Или я, или Костя расскажу эту интересную историю.",3.1,3.0,coordination,stimul,8.0
Davidjuk_2023,"Или Паша, или я посетит этот научный семинар.",2.636363636363636,3.0,coordination,stimul,16.0
Davidjuk_2023,"И Вадим, и я соберу нужный материал.",2.2,2.0,coordination,stimul,23.0
Davidjuk_2023,"Вова вызовет и скорую, и полицию.",5.412903225806452,5.0,good,filler,33.0
Davidjuk_2023,"Или Лёва, или я решит эту сложную задачу.",2.5,2.0,coordination,stimul,11.0
Davidjuk_2023,"Или я, или Федя выиграет этот теннисный турнир.",3.6,4.0,coordination,stimul,26.0
Davidjuk_2023,Я или Илья выполню это срочное задание.,4.0,4.0,coordination,stimul,7.0
Davidjuk_2023,Егор или я прочитаю эту вводную лекцию.,3.6,4.0,coordination,stimul,6.0
Davidjuk_2023,Яша и я приготовим вкусный обед.,5.9,6.0,coordination,stimul,30.0
Davidjuk_2023,"Или Федя, или я выиграю этот теннисный турнир.",3.5454545454545454,4.0,coordination,stimul,26.0
Davidjuk_2023,Я и Вася посмотрит документальный фильм.,2.3,2.0,coordination,stimul,2.0
Davidjuk_2023,Я или Юра устроим этот детский праздник.,5.8,6.0,coordination,stimul,12.0
Davidjuk_2023,Вова и я споют весёлую песню.,2.4,2.0,coordination,stimul,7.0
Davidjuk_2023,Федя подметёт этот пыльную пол.,2.1055900621118013,2.0,bad,filler,33.0
Davidjuk_2023,Артём раскритикует эту плохой картину.,2.891025641025641,3.0,bad,filler,33.0
Davidjuk_2023,"И Вова, и я споём весёлую песню.",5.3,5.0,coordination,stimul,7.0
Davidjuk_2023,"Ваня напишет или реферат, или курсовую.",5.962732919254658,6.0,good,filler,33.0
Davidjuk_2023,"Или Никита, или я побелят этот высокий потолок.",3.4,3.0,coordination,stimul,20.0
Davidjuk_2023,"И я, и Федя разработает детальный план.",2.555555555555556,3.0,coordination,stimul,27.0
Davidjuk_2023,"И Игорь, и я совершат далёкое путешествие.",2.4,2.0,coordination,stimul,28.0
Davidjuk_2023,Паша и я посетим исторический музей.,5.444444444444445,5.0,coordination,stimul,11.0
Davidjuk_2023,"И Миша, и я сдадим вступительный экзамен.",4.7,5.0,coordination,stimul,8.0
Davidjuk_2023,Я и Паша посетим исторический музей.,6.1,6.0,coordination,stimul,11.0
Davidjuk_2023,Слава или я купим эту известную картину.,5.6,6.0,coordination,stimul,19.0
Davidjuk_2023,"Витя почистит и диван, и кресло.",5.751592356687898,6.0,good,filler,33.0
Davidjuk_2023,Я и Игорь совершим далёкое путешествие.,4.7,5.0,coordination,stimul,28.0
Davidjuk_2023,"И я, и Лёва решу сложную задачу.",2.0,2.0,coordination,stimul,25.0
Davidjuk_2023,Митя или я составит этот длинный список.,3.0,3.0,coordination,stimul,29.0
Davidjuk_2023,"И я, и Гена продолжим заочное обучение.",5.1,5.0,coordination,stimul,15.0
Davidjuk_2023,Я или Лёва произнесёт эту торжественную речь.,3.6,4.0,coordination,stimul,30.0
Davidjuk_2023,"Или Кирилл, или я прополем эту капустную грядку.",4.8,5.0,coordination,stimul,10.0
Davidjuk_2023,Юра и я устрою детский праздник.,1.7,2.0,coordination,stimul,26.0
Davidjuk_2023,"И я, и Боря подготовят промежуточный отчёт.",3.0,3.0,coordination,stimul,21.0
Davidjuk_2023,Я или Егор прочитаю эту вводную лекцию.,2.6,3.0,coordination,stimul,6.0
Davidjuk_2023,"И Костя, и я расскажу интересную историю.",1.4,1.0,coordination,stimul,22.0
Davidjuk_2023,"И Володя, и я приобретёт ценный опыт.",1.7777777777777777,2.0,coordination,stimul,16.0
Davidjuk_2023,Миша или Федя поймаем эту крупную рыбу.,2.8050314465408803,3.0,bad,filler,33.0
Davidjuk_2023,"Или Андрей, или я увижу этот кукольный спектакль.",2.8181818181818183,3.0,coordination,stimul,2.0
Davidjuk_2023,Максим и я прогуляем последний урок.,5.7,6.0,coordination,stimul,32.0
Davidjuk_2023,"Или я, или Гоша начнёт этот непростой разговор.",2.7,3.0,coordination,stimul,28.0
Davidjuk_2023,Я или Максим приобрету этот старинный дом.,2.0,2.0,coordination,stimul,22.0
Davidjuk_2023,Я или Митя составим этот длинный список.,5.3,5.0,coordination,stimul,29.0
Davidjuk_2023,"И Лёва, и я решим сложную задачу.",3.5,4.0,coordination,stimul,25.0
Davidjuk_2023,Ваня и я возьмёт краткосрочный отпуск.,3.2,3.0,coordination,stimul,6.0
Davidjuk_2023,Петя или я поднимем этот важный вопрос.,5.888888888888889,6.0,coordination,stimul,15.0
Davidjuk_2023,"Или Саша, или я отнесём это тяжёлое ведро.",4.5,4.0,coordination,stimul,32.0
Davidjuk_2023,Я или Яша закажу этот дорогой десерт.,1.8,2.0,coordination,stimul,24.0
Davidjuk_2023,Гоша или я начнёт этот непростой разговор.,3.090909090909091,3.0,coordination,stimul,28.0
Davidjuk_2023,Я и Максим прогуляем последний урок.,5.777777777777778,6.0,coordination,stimul,32.0
Davidjuk_2023,"Или я, или Гоша начнём этот непростой разговор.",4.3,4.0,coordination,stimul,28.0
Davidjuk_2023,Петя или я поднимет этот важный вопрос.,3.0,3.0,coordination,stimul,15.0
Davidjuk_2023,"И Слава, и я получат двойную зарплату.",4.0,4.0,coordination,stimul,5.0
Davidjuk_2023,Артём почистит этот резиновый сапог.,6.285714285714286,6.0,good,filler,33.0
Davidjuk_2023,"И я, и Егор прочитает вводную лекцию.",2.3,2.0,coordination,stimul,18.0
Davidjuk_2023,"Или я, или Лёва решит эту сложную задачу.",4.7,5.0,coordination,stimul,11.0
Davidjuk_2023,"И я, и Яша приготовит вкусный обед.",1.9,2.0,coordination,stimul,30.0
Davidjuk_2023,"И Гоша, и Боря осуществим давнюю мечту.",2.518987341772152,3.0,bad,filler,33.0
Davidjuk_2023,Я и Вася посмотрят документальный фильм.,4.3,4.0,coordination,stimul,2.0
Davidjuk_2023,Боря или я закончим эту шахматную партию.,5.2,5.0,coordination,stimul,27.0
Davidjuk_2023,"Или я, или Федя выиграем этот теннисный турнир.",4.2,4.0,coordination,stimul,26.0
Davidjuk_2023,Я и Вадим соберём нужный материал.,5.4,5.0,coordination,stimul,23.0
Davidjuk_2023,"Или я, или Гоша начну этот непростой разговор.",1.6,2.0,coordination,stimul,28.0
Davidjuk_2023,Я или Стёпа исполню эту оперную арию.,3.3,3.0,coordination,stimul,4.0
Davidjuk_2023,Костя или я расскажу эту интересную историю.,4.777777777777778,5.0,coordination,stimul,8.0
Davidjuk_2023,Я или Вадим соберу этот нужный материал.,4.0,4.0,coordination,stimul,9.0
Davidjuk_2023,"И Игорь, и я совершит далёкое путешествие.",1.6,2.0,coordination,stimul,28.0
Davidjuk_2023,Я или Вова споём эту весёлую песню.,4.7,5.0,coordination,stimul,3.0
Davidjuk_2023,Лёва или я решу эту сложную задачу.,3.7,4.0,coordination,stimul,11.0
Davidjuk_2023,"Или Слава, или я купим эту известную картину.",5.4,5.0,coordination,stimul,19.0
Davidjuk_2023,"Или Максим, или я приобретут этот старинный дом.",2.9,3.0,coordination,stimul,22.0
Davidjuk_2023,Я и Гена продолжу заочное обучение.,2.5,2.0,coordination,stimul,15.0
Davidjuk_2023,Никита или я побелим этот высокий потолок.,4.4,4.0,coordination,stimul,20.0
Davidjuk_2023,"И Федя, и я разработают детальный план.",2.3,2.0,coordination,stimul,27.0
Davidjuk_2023,Боря или я закончит эту шахматную партию.,2.9,3.0,coordination,stimul,27.0
Davidjuk_2023,"Или Коля, или Гена испробуем этот новый метод.",3.1320754716981134,3.0,bad,filler,33.0
Davidjuk_2023,"И я, и Ваня возьмём краткосрочный отпуск.",5.1,5.0,coordination,stimul,6.0
Davidjuk_2023,Я или Боря закончит эту шахматную партию.,3.2,3.0,coordination,stimul,27.0
Davidjuk_2023,"И я, и Юра устроят детский праздник.",2.6666666666666665,3.0,coordination,stimul,26.0
Davidjuk_2023,Федя и я разработает детальный план.,2.8,3.0,coordination,stimul,27.0
Davidjuk_2023,"И я, и Максим сделает домашнее задание.",2.4444444444444446,2.0,coordination,stimul,3.0
Davidjuk_2023,Паша или я посетят этот научный семинар.,3.5,4.0,coordination,stimul,16.0
Davidjuk_2023,"И Андрей, и я увидим кукольный спектакль.",5.7,6.0,coordination,stimul,4.0
Davidjuk_2023,Я и Дима послушаю праздничный концерт.,3.2222222222222223,3.0,coordination,stimul,17.0
Davidjuk_2023,Гоша или Боря осуществим эту давнюю мечту.,2.8385093167701863,3.0,bad,filler,33.0
Davidjuk_2023,"И я, и Костя расскажем интересную историю.",5.111111111111111,5.0,coordination,stimul,22.0
Davidjuk_2023,"Или Лёва, или я произнесут эту торжественную речь.",3.1,3.0,coordination,stimul,30.0
Davidjuk_2023,Дима или я послушают это голосовое сообщение.,4.875,5.0,coordination,stimul,5.0
Davidjuk_2023,Я или Олег подпишут это деловое соглашение.,3.6,4.0,coordination,stimul,17.0
Davidjuk_2023,Я и Гриша сыграют шахматную партию.,2.5,2.0,coordination,stimul,29.0
Dorofeeva_2023,"Каждая сотрудница, кто поступил на должность бухгалтера, осваивает новую программу.",4.285714285714286,4.0,relative_clauses,stimul,7.0
Dorofeeva_2023,"Каждая школьница, кто был на уроке труда, ест приготовленный суп.",2.0,2.0,relative_clauses,stimul,22.0
Dorofeeva_2023,"Каждая певица, кто приехал на шоу талантов, благодарит понимающего ведущего.",3.0,3.0,relative_clauses,stimul,10.0
Dorofeeva_2023,"Каждый, кто подрабатывал в отделе игрушек, распознаёт китайскую подделку.",5.769230769230769,6.0,relative_clauses,stimul,36.0
Dorofeeva_2023,"Каждый юноша, кто пострадал от чистки лица, проклинает нового косметолога.",4.375,4.0,relative_clauses,stimul,18.0
Dorofeeva_2023,"Каждого, кто трудился на производстве чугуна, ждёт большая пенсия.",7.0,7.0,relative_clauses,stimul,20.0
Dorofeeva_2023,"Каждого, кто остался в поселении старообрядцев, кормит собственное хозяйство.",5.888888888888889,6.0,relative_clauses,stimul,28.0
Dorofeeva_2023,"Каждая дама, на кого смотрел таинственного гость, носит напудренный парик.",3.0505050505050506,3.0,bad,filler,37.0
Dorofeeva_2023,"Каждую, кто поступила на должность бухгалтера, выручает новая программа.",3.25,3.0,relative_clauses,stimul,7.0
Dorofeeva_2023,"Каждая учительница, кто преподавала в классе коррекции, имеет медицинское образование.",3.5,4.0,relative_clauses,stimul,21.0
Dorofeeva_2023,"Каждая, кто бывал в столице Китая, любит местную кухню.",5.0,5.0,relative_clauses,stimul,15.0
Dorofeeva_2023,"Каждый, кто остался в поселении старообрядцев, ведёт собственное хозяйство.",6.5,6.0,relative_clauses,stimul,28.0
Dorofeeva_2023,"Каждый преступник, кто воровал в магазине продуктов, отрицает совершённое преступление.",5.0,5.0,relative_clauses,stimul,14.0
Dorofeeva_2023,"Каждый, кто бывал в столице Китая, любит местную кухню.",6.571428571428571,7.0,relative_clauses,stimul,15.0
Dorofeeva_2023,"Каждый, кто прошёл в финал конкурса, выигрывает гарантированный приз.",5.428571428571429,5.0,relative_clauses,stimul,2.0
Dorofeeva_2023,"Каждый студент, кто участвовал в конференции института, изучает теоретическую физику.",4.25,4.0,relative_clauses,stimul,3.0
Dorofeeva_2023,"Каждого заводчика, кто пришёл на выставку собак, сопровождает померанский шпиц.",3.7142857142857135,4.0,relative_clauses,stimul,12.0
Dorofeeva_2023,"Каждая, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",5.875,6.0,relative_clauses,stimul,19.0
Dorofeeva_2023,"Каждый, в кого была влюблена юная актриса, играет главную роль.",4.96,5.0,bad,filler,37.0
Dorofeeva_2023,"Каждая, к кому попадала фарфоровая кукла, бережёт дорогим подарок.",2.292929292929293,2.0,bad,filler,37.0
Dorofeeva_2023,"Каждая актриса, кто сыграл в картине режиссёра, получает золотую статуэтку.",3.0,3.0,relative_clauses,stimul,1.0
Dorofeeva_2023,"Каждый, кто явился на собрание родителей, расспрашивает классного руководителя.",6.142857142857143,6.0,relative_clauses,stimul,34.0
Dorofeeva_2023,"Каждая девочка, кто прокатился на спине гиппопотама, хочет игрушечного бегемота.",5.5,6.0,relative_clauses,stimul,32.0
Dorofeeva_2023,"Каждую женщину, кто позанимался в студии йоги, отличает душевное равновесие.",5.125,5.0,relative_clauses,stimul,4.0
Dorofeeva_2023,"Каждая, к кому отошло огромное наследство, покупает новую квартиру.",5.131313131313132,5.0,good,filler,37.0
Dorofeeva_2023,"Каждого, кто ночевал в общежитии университета, возмущает любое неудобство.",6.555555555555555,7.0,relative_clauses,stimul,6.0
Dorofeeva_2023,"Каждый, кто ночевал в общежитии университета, терпит любое неудобство.",4.888888888888889,5.0,relative_clauses,stimul,6.0
Dorofeeva_2023,"Каждая, благодаря кому открылась картинная галерея, обожает современное искусство.",4.888888888888889,5.0,good,filler,37.0
Dorofeeva_2023,"Каждая москвичка, кто жила в центре города, ненавидит ночной шум.",4.142857142857143,4.0,relative_clauses,stimul,8.0
Dorofeeva_2023,"Каждого россиянина, кто бывал в столице Китая, восхищает местная кухня.",5.8,6.0,relative_clauses,stimul,15.0
Dorofeeva_2023,"Каждая, кто позанимался в студии йоги, обретает душевное равновесие.",3.888888888888889,4.0,relative_clauses,stimul,4.0
Dorofeeva_2023,"Каждую аспирантку, кто сходил на семинар профессора, смущает изложенная теория.",4.25,4.0,relative_clauses,stimul,26.0
Dorofeeva_2023,"Каждая, кто ночевала в общежитии университета, терпит любое неудобство.",4.769230769230769,5.0,relative_clauses,stimul,6.0
Dorofeeva_2023,"Каждый поэт, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",5.7,6.0,relative_clauses,stimul,29.0
Dorofeeva_2023,"Каждая заводчица, кто пришла на выставку собак, держит померанского шпица.",2.0,2.0,relative_clauses,stimul,12.0
Dorofeeva_2023,"Каждая поэтесса, кто публиковалась в спецвыпуске журнала, демонстрирует оригинальный стиль.",4.857142857142857,5.0,relative_clauses,stimul,29.0
Dorofeeva_2023,"Каждую, о ком написал ехидный автор, узнаёт подкованный читатель.",5.26,5.0,good,filler,37.0
Dorofeeva_2023,"Каждый, кто участвовал в конференции института, изучает теоретическую физику.",5.857142857142857,6.0,relative_clauses,stimul,3.0
Dorofeeva_2023,"Каждую ученицу, кто опоздал к началу урока, выгоняет сердитая учительница.",3.857142857142857,4.0,relative_clauses,stimul,30.0
Dorofeeva_2023,"Каждая, кто сыграл в картине режиссёра, получает золотую статуэтку.",4.285714285714286,4.0,relative_clauses,stimul,1.0
Dorofeeva_2023,"Каждую россиянку, кто бывал в столице Китая, восхищает местная кухня.",2.857142857142857,3.0,relative_clauses,stimul,15.0
Dorofeeva_2023,"Каждую журналистку, кто служил в редакции издания, удручает сложившаяся ситуация.",5.142857142857143,5.0,relative_clauses,stimul,16.0
Dorofeeva_2023,"Каждого альпиниста, кто взошёл на пик Эвереста, уважают бывалые скалолазы.",6.571428571428571,7.0,relative_clauses,stimul,33.0
Dorofeeva_2023,"Каждого поэта, кто публиковался в спецвыпуске журнала, отличает оригинальный стиль.",5.444444444444445,5.0,relative_clauses,stimul,29.0
Dorofeeva_2023,"Каждую, кто исповедовался в присутствии настоятеля, мучает тяжкий грех.",5.875,6.0,relative_clauses,stimul,27.0
Dorofeeva_2023,"Каждая, кто поступила на должность бухгалтера, осваивает новую программу.",5.0,5.0,relative_clauses,stimul,7.0
Dorofeeva_2023,"Каждую туристку, кто ночевал в общежитии университета, возмущает любое неудобство.",3.6666666666666665,4.0,relative_clauses,stimul,6.0
Dorofeeva_2023,"Каждая художница, кто заходила на аукцион антиквариата, носит необычный шарф.",4.461538461538462,4.0,relative_clauses,stimul,31.0
Dorofeeva_2023,"Каждая, кто жил в центре города, ненавидит ночной шум.",3.0,3.0,relative_clauses,stimul,8.0
Dorofeeva_2023,"Каждая, кто приехал на шоу талантов, благодарит понимающего ведущего.",3.375,3.0,relative_clauses,stimul,10.0
Dorofeeva_2023,"Каждый сотрудник, кто поступил на должность бухгалтера, осваивает новую программу.",5.0,5.0,relative_clauses,stimul,7.0
Dorofeeva_2023,"Каждую прихожанку, кто исповедовался в присутствии настоятеля, мучает тяжкий грех.",5.714285714285714,6.0,relative_clauses,stimul,27.0
Dorofeeva_2023,"Каждого, к кому приезжал богатый родственник, гложет чёрная зависть.",5.683168316831683,6.0,good,filler,37.0
Dorofeeva_2023,"Каждый работник, кто трудился на производстве чугуна, получает большую пенсию.",5.285714285714286,5.0,relative_clauses,stimul,20.0
Dorofeeva_2023,"Каждого, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",5.428571428571429,5.0,relative_clauses,stimul,23.0
Dorofeeva_2023,"Каждая, кто прошла в финал конкурса, выигрывает гарантированный приз.",4.666666666666667,5.0,relative_clauses,stimul,2.0
Dorofeeva_2023,"Каждая, кто бывала в столице Китая, любит местную кухню.",4.375,4.0,relative_clauses,stimul,15.0
Dorofeeva_2023,"Каждый, кто дежурил на месте катастрофы, демонстрирует невероятную смелость.",5.25,5.0,relative_clauses,stimul,5.0
Dorofeeva_2023,"Каждая туристка, кто ночевал в общежитии университета, терпит любое неудобство.",2.25,2.0,relative_clauses,stimul,6.0
Dorofeeva_2023,"Каждая, кто явилась на собрание родителей, расспрашивает классного руководителя.",3.9,4.0,relative_clauses,stimul,34.0
Dorofeeva_2023,"Каждую танцовщицу, о ком повествовал уволенный костюмер, знает всему город.",1.98,2.0,bad,filler,37.0
Dorofeeva_2023,"Каждую ученицу, кто опоздала к началу урока, выгоняет сердитая учительница.",4.857142857142857,5.0,relative_clauses,stimul,30.0
Dorofeeva_2023,"Каждый, кто сыграл в картине режиссёра, получает золотую статуэтку.",5.285714285714286,5.0,relative_clauses,stimul,1.0
Dorofeeva_2023,"Каждого приглашённого, о ком вспомнил рассеянному хозяин, уведомляет быстроногий гонец.",1.8979591836734693,2.0,bad,filler,37.0
Dorofeeva_2023,"Каждая, кто взошла на пик Эвереста, уважает бывалых скалолазов.",5.714285714285714,6.0,relative_clauses,stimul,33.0
Dorofeeva_2023,"Каждую учительницу, кто преподавала в классе коррекции, ценит школьное руководство.",4.0,4.0,relative_clauses,stimul,21.0
