experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,head_noun,agreement,quant,head_case,head_gender,condition
Dorofeeva_2023,"Каждого, кто прибыл на берег океана, охватывает незабываемое ощущение.",4.142857142857143,4.0,relative_clauses,stimul,17,413,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто пришёл на выставку собак, держит померанского шпица.",3.4,3.0,relative_clauses,stimul,12,48,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый мальчик, кто прокатился на спине гиппопотама, хочет игрушечного бегемота.",5.428571428571429,5.0,relative_clauses,stimul,32,320,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто явилась на собрание родителей, расспрашивает классный руководитель.",5.777777777777778,6.0,relative_clauses,stimul,34,286,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый журналист, кто служил в редакции издания, комментирует сложившуюся ситуацию.",6.142857142857143,6.0,relative_clauses,stimul,16,304,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",5.142857142857143,5.0,relative_clauses,stimul,23,203,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую поэтессу, кто публиковалась в спецвыпуске журнала, отличает оригинальный стиль.",4.375,4.0,relative_clauses,stimul,29,245,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто ночевал в общежитии университета, возмущает любое неудобство.",4.125,4.0,relative_clauses,stimul,6,186,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую преступницу, кто воровала в магазине продуктов, допрашивает старший следователь.",3.625,4.0,relative_clauses,stimul,14,230,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый продавец, кто подрабатывал в отделе игрушек, распознаёт китайскую подделку.",6.125,6.0,relative_clauses,stimul,36,324,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",4.125,4.0,relative_clauses,stimul,13,193,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто позанималась в студии йоги, обретает душевное равновесие.",4.428571428571429,4.0,relative_clauses,stimul,4,112,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого работника, кто трудился на производстве чугуна, ждёт большая пенсия.",5.625,6.0,relative_clauses,stimul,20,380,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто преподавал в классе коррекции, ценит школьное руководство.",4.0,4.0,relative_clauses,stimul,21,201,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый школьник, кто был на уроке труда, ест приготовленный суп.",4.875,5.0,relative_clauses,stimul,22,310,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый, кто приехал на шоу талантов, благодарит понимающего ведущего.",6.0,6.0,relative_clauses,stimul,10,334,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто осталась в поселении старообрядцев, кормит собственное хозяйство.",4.375,4.0,relative_clauses,stimul,28,280,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто отобралась в сборную страны, готовит опытный тренер.",4.25,4.0,relative_clauses,stimul,11,263,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого мальчика, кто прокатился на спине гиппопотама, привлекает игрушечный бегемот.",6.0,6.0,relative_clauses,stimul,32,392,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто служил в редакции издания, комментирует сложившуюся ситуацию.",3.7777777777777777,4.0,relative_clauses,stimul,16,52,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто бывал в столице Китая, восхищает местная кухня.",5.875,6.0,relative_clauses,stimul,15,411,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто явился на собрание родителей, расспрашивает классный руководитель.",6.0,6.0,relative_clauses,stimul,34,430,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто пострадала от чистки лица, проклинает нового косметолога.",4.538461538461538,5.0,relative_clauses,stimul,18,126,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто преуспел в пошиве халатов, ожидает досрочное освобождение.",1.3333333333333333,1.0,relative_clauses,stimul,23,59,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый турист, кто ночевал в общежитии университета, терпит любое неудобство.",4.857142857142857,5.0,relative_clauses,stimul,6,294,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто прошёл в финал конкурса, ждёт гарантированный приз.",6.6,7.0,relative_clauses,stimul,2,398,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто уволился из отдела кадров, бранит жестокий начальник.",4.285714285714286,4.0,relative_clauses,stimul,35,215,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто взошёл на пик Эвереста, уважают бывалые скалолазы.",4.25,4.0,relative_clauses,stimul,33,213,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто пришла на выставку собак, держит померанского шпица.",4.222222222222222,4.0,relative_clauses,stimul,12,120,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую россиянку, кто бывала в столице Китая, восхищает местная кухня.",4.230769230769231,4.0,relative_clauses,stimul,15,231,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый магистрант, кто отучился на факультете политики, помнит молодого преподавателя.",5.5,6.0,relative_clauses,stimul,9,297,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто отобрался в сборную страны, выбирает опытного тренера.",3.2857142857142856,3.0,relative_clauses,stimul,11,47,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто пострадал от чистки лица, беспокоит новый косметолог.",3.7142857142857135,4.0,relative_clauses,stimul,18,198,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый учитель, кто преподавал в классе коррекции, имеет медицинское образование.",5.555555555555555,6.0,relative_clauses,stimul,21,309,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто прошёл в финал конкурса, выигрывает гарантированный приз.",4.0,4.0,relative_clauses,stimul,2,38,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто отсутствовал на консультациях учителя, пугает выпускной экзамен.",5.0,5.0,relative_clauses,stimul,22,202,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая прихожанка, кто исповедовался в присутствии настоятеля, замаливает тяжкий грех.",3.333333333333333,3.0,relative_clauses,stimul,27,27,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто готовил на кухне детсада, делает изумительную кашу.",4.8,5.0,relative_clauses,stimul,13,337,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая участница, кто прошла в финал конкурса, выигрывает гарантированный приз.",4.285714285714286,4.0,relative_clauses,stimul,2,74,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую работницу, кто трудился на производстве чугуна, ждёт большая пенсия.",5.714285714285714,6.0,relative_clauses,stimul,20,164,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто воровала в магазине продуктов, отрицает совершённое преступление.",5.444444444444445,5.0,relative_clauses,stimul,14,122,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую девочку, кто прокатилась на спине гиппопотама, привлекает игрушечный бегемот.",3.125,3.0,relative_clauses,stimul,32,248,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого туриста, кто ночевал в общежитии университета, возмущает любое неудобство.",5.571428571428571,6.0,relative_clauses,stimul,6,366,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая девушка, кто пострадал от чистки лица, проклинает нового косметолога.",2.571428571428572,3.0,relative_clauses,stimul,18,18,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая повариха, кто готовил на кухне детсада, делает изумительную кашу.",3.555555555555556,4.0,relative_clauses,stimul,13,13,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая медсестра, кто дежурила на месте катастрофы, демонстрирует невероятную смелость.",3.7142857142857135,4.0,relative_clauses,stimul,5,77,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого певца, кто приехал на шоу талантов, поддерживает понимающий ведущий.",5.25,5.0,relative_clauses,stimul,10,370,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто трудилась на производстве чугуна, получает большую пенсию.",5.625,6.0,relative_clauses,stimul,20,128,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто сыграла в картине режиссёра, награждает Американская киноакадемия.",2.75,3.0,relative_clauses,stimul,1,253,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто дежурил на месте катастрофы, выделяет невероятная смелость.",3.6666666666666665,4.0,relative_clauses,stimul,5,185,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто пришёл на вечер танцев, сопровождает изящная дама.",6.571428571428571,7.0,relative_clauses,stimul,25,421,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто заходила на аукцион антиквариата, носит необычный шарф.",4.428571428571429,4.0,relative_clauses,stimul,31,139,no head noun,feminine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая россиянка, кто бывал в столице Китая, любит местную кухню.",2.111111111111111,2.0,relative_clauses,stimul,15,15,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую даму, кто пришла на вечер танцев, сопровождает изящный кавалер.",3.857142857142857,4.0,relative_clauses,stimul,25,241,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую, кто поступил на должность бухгалтера, выручает новая программа.",3.7142857142857135,4.0,relative_clauses,stimul,7,187,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто прибыл на берег океана, охватывает незабываемое ощущение.",4.714285714285714,5.0,relative_clauses,stimul,17,197,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого путешественника, кто прибыл на берег океана, охватывает незабываемое ощущение.",5.111111111111111,5.0,relative_clauses,stimul,17,377,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая преступница, кто воровал в магазине продуктов, отрицает совершённое преступление.",2.0,2.0,relative_clauses,stimul,14,14,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто сходила на семинар профессора, смущает изложенная теория.",4.384615384615385,4.0,relative_clauses,stimul,26,278,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто исповедовался в присутствии настоятеля, мучает тяжкий грех.",5.428571428571429,5.0,relative_clauses,stimul,27,423,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую работницу, кто трудилась на производстве чугуна, ждёт большая пенсия.",3.875,4.0,relative_clauses,stimul,20,236,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую магистрантку, кто отучилась на факультете политики, помнит молодой преподаватель.",4.111111111111111,4.0,relative_clauses,stimul,9,225,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый аспирант, кто сходил на семинар профессора, критикует изложенную теорию.",4.857142857142857,5.0,relative_clauses,stimul,26,314,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая аспирантка, кто сходил на семинар профессора, критикует изложенную теорию.",3.625,4.0,relative_clauses,stimul,26,26,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую мать, кто явилась на собрание родителей, расспрашивает классный руководитель.",3.4285714285714284,3.0,relative_clauses,stimul,34,250,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый художник, кто заходил на аукцион антиквариата, носит необычный шарф.",5.111111111111111,5.0,relative_clauses,stimul,31,319,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто ночевал в общежитии университета, терпит любое неудобство.",4.428571428571429,4.0,relative_clauses,stimul,6,42,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто служил в редакции издания, удручает сложившаяся ситуация.",6.111111111111111,6.0,relative_clauses,stimul,16,412,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый певец, кто приехал на шоу талантов, благодарит понимающего ведущего.",4.25,4.0,relative_clauses,stimul,10,298,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто подрабатывал в отделе игрушек, настораживает китайская подделка.",5.25,5.0,relative_clauses,stimul,36,432,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого повара, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",5.25,5.0,relative_clauses,stimul,13,373,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто лежал в отделении кардиологии, соблюдает врачебные предписания.",3.9,4.0,relative_clauses,stimul,24,60,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую старушку, кто осталась в поселении старообрядцев, кормит собственное хозяйство.",3.0,3.0,relative_clauses,stimul,28,244,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто пострадал от чистки лица, беспокоит новый косметолог.",5.555555555555555,6.0,relative_clauses,stimul,18,414,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая студентка, кто участвовал в конференции института, изучает теоретическую физику.",2.333333333333333,2.0,relative_clauses,stimul,3,3,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая путешественница, кто прибыл на берег океана, испытывает незабываемое ощущение.",2.888888888888889,3.0,relative_clauses,stimul,17,17,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая пациентка, кто лежала в отделении кардиологии, соблюдает врачебные предписания.",3.125,3.0,relative_clauses,stimul,24,96,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую повариху, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",3.7777777777777777,4.0,relative_clauses,stimul,13,157,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто зарегистрировался на сайте знакомств, устраивает подобранный партнёр.",5.714285714285714,6.0,relative_clauses,stimul,19,199,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто воровал в магазине продуктов, допрашивает старший следователь.",5.6,6.0,relative_clauses,stimul,14,410,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый ученик, кто опоздал к началу урока, винит общественный транспорт.",6.285714285714286,6.0,relative_clauses,stimul,30,318,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая медсестра, кто дежурил на месте катастрофы, демонстрирует невероятную смелость.",4.111111111111111,4.0,relative_clauses,stimul,5,5,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто прошёл в финал конкурса, ждёт гарантированный приз.",5.285714285714286,5.0,relative_clauses,stimul,2,182,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто уволился из отдела кадров, бранит жестокий начальник.",5.0,5.0,relative_clauses,stimul,35,431,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую медсестру, кто дежурила на месте катастрофы, выделяет невероятная смелость.",3.5,4.0,relative_clauses,stimul,5,221,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую сотрудницу, кто поступил на должность бухгалтера, выручает новая программа.",3.5,4.0,relative_clauses,stimul,7,151,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый отец, кто явился на собрание родителей, расспрашивает классного руководителя.",4.375,4.0,relative_clauses,stimul,34,322,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая, кто сходил на семинар профессора, критикует изложенную теорию.",4.333333333333333,4.0,relative_clauses,stimul,26,62,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая студентка, кто участвовала в конференции института, изучает теоретическую физику.",4.25,4.0,relative_clauses,stimul,3,75,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждая, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",3.25,3.0,relative_clauses,stimul,29,65,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая, кто пришёл на вечер танцев, сопровождает изящного кавалера.",1.25,1.0,relative_clauses,stimul,25,61,no head noun,masculine verb,kazhdyj,nominative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто пострадал от чистки лица, проклинает нового косметолога.",6.0,6.0,relative_clauses,stimul,18,342,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая дама, кто пришёл на вечер танцев, сопровождает изящного кавалера.",3.0,3.0,relative_clauses,stimul,25,25,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто зарегистрировалась на сайте знакомств, устраивает подобранный партнёр.",4.625,5.0,relative_clauses,stimul,19,271,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",6.285714285714286,6.0,relative_clauses,stimul,19,343,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая туристка, кто ночевала в общежитии университета, терпит любое неудобство.",4.5,4.0,relative_clauses,stimul,6,78,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую участницу, кто прошёл в финал конкурса, ждёт гарантированный приз.",5.0,5.0,relative_clauses,stimul,2,146,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждая женщина, кто позанималась в студии йоги, обретает душевное равновесие.",3.375,3.0,relative_clauses,stimul,4,76,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого журналиста, кто служил в редакции издания, удручает сложившаяся ситуация.",4.625,5.0,relative_clauses,stimul,16,376,with head noun,masculine verb,kazhdyj,accusative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая поэтесса, кто публиковался в спецвыпуске журнала, демонстрирует оригинальный стиль.",3.888888888888889,4.0,relative_clauses,stimul,29,29,with head noun,masculine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто воровал в магазине продуктов, отрицает совершённое преступление.",5.857142857142857,6.0,relative_clauses,stimul,14,338,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто участвовал в конференции института, привлекает теоретическая физика.",3.5,4.0,relative_clauses,stimul,3,183,no head noun,masculine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждого, кто поступил на должность бухгалтера, выручает новая программа.",5.25,5.0,relative_clauses,stimul,7,403,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую продавщицу, кто подрабатывала в отделе игрушек, настораживает китайская подделка.",4.25,4.0,relative_clauses,stimul,36,252,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый прихожанин, кто исповедовался в присутствии настоятеля, замаливает тяжкий грех.",4.375,4.0,relative_clauses,stimul,27,315,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый пользователь, кто зарегистрировался на сайте знакомств, ищет подходящего партнёра.",5.888888888888889,6.0,relative_clauses,stimul,19,307,with head noun,masculine verb,kazhdyj,nominative,masculine head,"with head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую, кто опоздала к началу урока, выгоняет сердитая учительница.",3.5,4.0,relative_clauses,stimul,30,282,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую альпинистку, кто взошла на пик Эвереста, уважают бывалые скалолазы.",5.111111111111111,5.0,relative_clauses,stimul,33,249,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто лежал в отделении кардиологии, ограничивают врачебные предписания.",4.5,4.0,relative_clauses,stimul,24,420,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждого, кто отучился на факультете политики, помнит молодой преподаватель.",3.75,4.0,relative_clauses,stimul,9,405,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую студентку, кто участвовала в конференции института, привлекает теоретическая физика.",3.692307692307693,4.0,relative_clauses,stimul,3,219,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждый, кто был на уроке труда, ест приготовленный суп.",7.0,7.0,relative_clauses,stimul,22,346,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую заводчицу, кто пришёл на выставку собак, сопровождает померанский шпиц.",5.428571428571429,5.0,relative_clauses,stimul,12,156,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждый, кто служил в редакции издания, комментирует сложившуюся ситуацию.",6.2,6.0,relative_clauses,stimul,16,340,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждый, кто взошёл на пик Эвереста, уважает бывалых скалолазов.",6.375,6.0,relative_clauses,stimul,33,357,no head noun,masculine verb,kazhdyj,nominative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждую учительницу, кто преподавал в классе коррекции, ценит школьное руководство.",4.0,4.0,relative_clauses,stimul,21,165,with head noun,masculine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, masculine verb"
Dorofeeva_2023,"Каждую, кто пострадала от чистки лица, беспокоит новый косметолог.",3.8,4.0,relative_clauses,stimul,18,270,no head noun,feminine verb,kazhdyj,accusative,feminine head,"no head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждую пользовательницу, кто зарегистрировалась на сайте знакомств, устраивает подобранный партнёр.",4.9,5.0,relative_clauses,stimul,19,235,with head noun,feminine verb,kazhdyj,accusative,feminine head,"with head noun, feminine head, feminine verb"
Dorofeeva_2023,"Каждого, кто готовил на кухне детсада, хвалит проголодавшийся воспитатель.",4.857142857142857,5.0,relative_clauses,stimul,13,409,no head noun,masculine verb,kazhdyj,accusative,masculine head,"no head noun, masculine head, masculine verb"
Dorofeeva_2023,"Каждая прихожанка, кто исповедовалась в присутствии настоятеля, замаливает тяжкий грех.",5.125,5.0,relative_clauses,stimul,27,99,with head noun,feminine verb,kazhdyj,nominative,feminine head,"with head noun, feminine head, feminine verb"
