experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,quant,strategy,pronoun,agreement,order
Belova_2023,В соседние страны переедет мы трое.,1.75,2.0,quantiifier,stimul,32.0,504,dvoje,nom,my,3sg,VS
Belova_2023,В течение месяца женятся они все.,3.6666666666666665,4.0,quantiifier,stimul,16.0,256,vse,oni,nom,3pl,VS
Belova_2023,Мы все созвонимся с поставщиками продуктов.,5.666666666666667,6.0,quantiifier,stimul,10.0,158,vse,nom,my,1pl,SV
Belova_2023,Все из нас покатаются на двугорбых верблюдах.,5.0,5.0,quantiifier,stimul,26.0,412,vse,elect,my,3pl,SV
Belova_2023,За допущенные ошибки извинится мы четверо.,2.0,2.0,quantiifier,stimul,45.0,712,dvoje,nom,my,3sg,VS
Belova_2023,На конкурсе чтецов победят все из них.,4.555555555555555,5.0,quantiifier,stimul,37.0,589,vse,elect,oni,3pl,VS
Belova_2023,Мы шестеро приберёмся в старых кладовках.,5.5,6.0,quantiifier,stimul,47.0,742,dvoje,nom,my,1pl,SV
Belova_2023,В разные аэропорты прилетят все из нас.,3.0,3.0,quantiifier,stimul,8.0,124,vse,elect,my,3pl,VS
Belova_2023,Они все подметут в учебных кабинетах.,3.0,3.0,quantiifier,stimul,41.0,656,vse,oni,nom,3pl,SV
Belova_2023,Они все приберутся в старых кладовках.,4.6,5.0,quantiifier,stimul,47.0,752,vse,oni,nom,3pl,SV
Belova_2023,В крещенской проруби искупаются пятеро из нас.,5.777777777777778,6.0,quantiifier,stimul,4.0,50,dvoje,elect,my,3pl,VS
Belova_2023,Три картины из этого музея будут отреставрированы.,6.359832635983263,6.0,good,filler,,789,,,,,
Belova_2023,В важные переговоры вмешаются мы все.,2.25,2.0,quantiifier,stimul,29.0,463,vse,nom,my,3pl,VS
Belova_2023,Мы пятеро прикрепимся к новым поликлиникам.,6.75,7.0,quantiifier,stimul,40.0,630,dvoje,nom,my,1pl,SV
Belova_2023,С очевидцами аварии побеседует пятеро из нас.,5.555555555555555,6.0,quantiifier,stimul,34.0,531,dvoje,elect,my,3sg,VS
Belova_2023,В соседние страны переедут трое из нас.,5.777777777777778,6.0,quantiifier,stimul,32.0,498,dvoje,elect,my,3pl,VS
Belova_2023,Они семеро возьмётся за новые проекты.,2.8,3.0,quantiifier,stimul,42.0,666,dvoje,nom,oni,3sg,SV
Belova_2023,В гостиничные номера вернутся мы четверо.,2.1,2.0,quantiifier,stimul,15.0,231,dvoje,nom,my,3pl,VS
Belova_2023,Они шестеро вмешаются в важные переговоры.,6.0,6.0,quantiifier,stimul,29.0,457,dvoje,nom,oni,3pl,SV
Belova_2023,За новые проекты возьмётся семеро из нас.,5.555555555555555,6.0,quantiifier,stimul,42.0,659,dvoje,elect,my,3sg,VS
Belova_2023,В дешёвых хостелах остановится двое из нас.,4.333333333333333,4.0,quantiifier,stimul,7.0,99,dvoje,elect,my,3sg,VS
Belova_2023,На утренних поездах приедет шестро из нас.,4.444444444444445,4.0,quantiifier,stimul,5.0,67,dvoje,elect,my,3sg,VS
Belova_2023,Пятеро из нас пойдёт на курсы вождения.,2.1666666666666665,2.0,quantiifier,stimul,46.0,723,dvoje,elect,my,3sg,SV
Belova_2023,Семеро из нас отдохнём на южных курортах.,1.8,2.0,quantiifier,stimul,24.0,369,dvoje,elect,my,1pl,SV
Belova_2023,Мы четверо разберётся со сломанными телефонами.,2.0,2.0,quantiifier,stimul,9.0,136,dvoje,nom,my,3sg,SV
Belova_2023,В разные аэропорты прилетят все из них.,4.333333333333333,4.0,quantiifier,stimul,8.0,125,vse,elect,oni,3pl,VS
Belova_2023,В научных журналах опубликуются мы все.,2.5,2.0,quantiifier,stimul,2.0,31,vse,nom,my,3pl,VS
Belova_2023,Мы трое отметятся на проходной завода.,1.818181818181818,2.0,quantiifier,stimul,38.0,599,dvoje,nom,my,3pl,SV
Belova_2023,В научных журналах опубликуется они трое.,1.8888888888888888,2.0,quantiifier,stimul,2.0,26,dvoje,nom,oni,3sg,VS
Belova_2023,В карнавальные костюмы переоденемся все из нас.,2.555555555555556,3.0,quantiifier,stimul,6.0,91,vse,elect,my,1pl,VS
Belova_2023,С заменой лампочек справимся шестеро из нас.,2.555555555555556,3.0,quantiifier,stimul,11.0,161,dvoje,elect,my,1pl,VS
Belova_2023,В крещенской проруби искупаются все из них.,4.222222222222222,4.0,quantiifier,stimul,4.0,61,vse,elect,oni,3pl,VS
Belova_2023,Пятеро из нас побеседуем с очевидцами аварии.,3.5,4.0,quantiifier,stimul,34.0,529,dvoje,elect,my,1pl,SV
Belova_2023,За новые проекты возьмёмся мы семеро.,4.125,4.0,quantiifier,stimul,42.0,662,dvoje,nom,my,1pl,VS
Belova_2023,О нужных продуктах позаботятся семеро из них.,5.888888888888889,6.0,quantiifier,stimul,30.0,468,dvoje,elect,oni,3pl,VS
Belova_2023,Двое из нас сыграет на акустической гитаре.,2.583333333333333,3.0,quantiifier,stimul,13.0,195,dvoje,elect,my,3sg,SV
Belova_2023,В перспективные акции вложатся трое из них.,5.888888888888889,6.0,quantiifier,stimul,44.0,692,dvoje,elect,oni,3pl,VS
Belova_2023,В старых кладовках приберёмся шестеро из нас.,2.4444444444444446,2.0,quantiifier,stimul,47.0,737,dvoje,elect,my,1pl,VS
Belova_2023,Все из нас вложимся в перспективные акции.,2.727272727272727,3.0,quantiifier,stimul,44.0,699,vse,elect,my,1pl,SV
Belova_2023,Все из них уволятся с нынешних позиций.,4.2,4.0,quantiifier,stimul,18.0,285,vse,elect,oni,3pl,SV
Belova_2023,По незнакомым номерам перезвонит пятеро из нас.,4.555555555555555,5.0,quantiifier,stimul,22.0,339,dvoje,elect,my,3sg,VS
Belova_2023,Все из нас отправимся в байдарочные походы.,1.5,2.0,quantiifier,stimul,27.0,427,vse,elect,my,1pl,SV
Belova_2023,На курсы вождения пойдёт они пятеро.,1.5555555555555556,2.0,quantiifier,stimul,46.0,730,dvoje,nom,oni,3sg,VS
Belova_2023,В крещенской проруби искупаемся мы все.,4.375,4.0,quantiifier,stimul,4.0,62,vse,nom,my,1pl,VS
Belova_2023,Четверо из них отправится в байдарочные походы.,4.666666666666667,5.0,quantiifier,stimul,27.0,421,dvoje,elect,oni,3sg,SV
Belova_2023,Шестеро из нас приедут на утренних поездах.,5.0,5.0,quantiifier,stimul,5.0,66,dvoje,elect,my,3pl,SV
Belova_2023,Мы пятеро перезвоним по незнакомым номерам.,5.375,5.0,quantiifier,stimul,22.0,342,dvoje,nom,my,1pl,SV
Belova_2023,На студенческих конференциях выступим мы четверо.,4.625,5.0,quantiifier,stimul,21.0,326,dvoje,nom,my,1pl,VS
Belova_2023,На предложения конкурентов согласится трое из нас.,5.0,5.0,quantiifier,stimul,14.0,211,dvoje,elect,my,3sg,VS
Belova_2023,Все из них побеседуют с очевидцами аварии.,3.8,4.0,quantiifier,stimul,34.0,541,vse,elect,oni,3pl,SV
Belova_2023,В крещенской проруби искупается пятеро из нас.,5.625,6.0,quantiifier,stimul,4.0,51,dvoje,elect,my,3sg,VS
Belova_2023,Все из них прикрепятся к новым поликлиникам.,4.25,4.0,quantiifier,stimul,40.0,637,vse,elect,oni,3pl,SV
Belova_2023,В дешёвых хостелах остановятся двое из нас.,5.222222222222222,5.0,quantiifier,stimul,7.0,98,dvoje,elect,my,3pl,VS
Belova_2023,Со свадебными фотографами свяжемся мы все.,3.25,3.0,quantiifier,stimul,25.0,398,vse,nom,my,1pl,VS
Belova_2023,На студенческих конференциях выступим мы все.,4.125,4.0,quantiifier,stimul,21.0,334,vse,nom,my,1pl,VS
Belova_2023,Со сломанными телефонами разберется они четверо.,1.6666666666666667,2.0,quantiifier,stimul,9.0,138,dvoje,nom,oni,3sg,VS
Belova_2023,Восемь первокурсник придут на конференцией.,2.1617021276595745,2.0,bad,filler,,808,,,,,
Belova_2023,С проведением экзаменов помогут четверо из них.,4.777777777777778,5.0,quantiifier,stimul,3.0,36,dvoje,elect,oni,3pl,VS
Belova_2023,С очевидцами аварии побеседует пятеро из них.,4.555555555555555,5.0,quantiifier,stimul,34.0,533,dvoje,elect,oni,3sg,VS
Belova_2023,С заменой лампочек справятся шестеро из нас.,5.777777777777778,6.0,quantiifier,stimul,11.0,162,dvoje,elect,my,3pl,VS
Belova_2023,Мы четверо познакомимся с артистами спектакля.,4.727272727272728,5.0,quantiifier,stimul,33.0,518,dvoje,nom,my,1pl,SV
Belova_2023,Мы с Сашей вместе снимем комнату.,6.29957805907173,6.0,good,filler,,773,,,,,
Belova_2023,Мы пятеро женятся в течение месяца.,2.4545454545454546,2.0,quantiifier,stimul,16.0,247,dvoje,nom,my,3pl,SV
Belova_2023,Все из нас созвонимся с поставщиками продуктов.,1.25,1.0,quantiifier,stimul,10.0,155,vse,elect,my,1pl,SV
Belova_2023,В спортивные секции запишутся они семеро.,3.4444444444444446,3.0,quantiifier,stimul,12.0,185,dvoje,nom,oni,3pl,VS
Belova_2023,С нынешних позиций уволится они семеро.,2.111111111111111,2.0,quantiifier,stimul,18.0,282,dvoje,nom,oni,3sg,VS
Belova_2023,В столичные вузы поступят семеро из них.,5.333333333333333,5.0,quantiifier,stimul,17.0,260,dvoje,elect,oni,3pl,VS
Belova_2023,Все из нас вернёмся в гостиничные номера.,1.5,2.0,quantiifier,stimul,15.0,235,vse,elect,my,1pl,SV
Belova_2023,Пятеро из них побеседует с очевидцами аварии.,4.8,5.0,quantiifier,stimul,34.0,533,dvoje,elect,oni,3sg,SV
Belova_2023,В лесных озёрах порыбачат мы двое.,2.2,2.0,quantiifier,stimul,31.0,487,dvoje,nom,my,3pl,VS
Belova_2023,С заменой лампочек справимся мы шестеро.,3.875,4.0,quantiifier,stimul,11.0,166,dvoje,nom,my,1pl,VS
Belova_2023,Мы все поучаствуем в социальных опросах.,6.5,6.0,quantiifier,stimul,48.0,766,vse,nom,my,1pl,SV
Belova_2023,В старых кладовках приберётся мы шестеро.,1.7647058823529411,2.0,quantiifier,stimul,47.0,744,dvoje,nom,my,3sg,VS
Belova_2023,Они семеро поучаствует в социальных опросах.,3.3,3.0,quantiifier,stimul,48.0,762,dvoje,nom,oni,3sg,SV
Belova_2023,Они пятеро присоединится к поисковым отрядам.,2.0,2.0,quantiifier,stimul,28.0,442,dvoje,nom,oni,3sg,SV
Belova_2023,В дешёвых хостелах остановится они двое.,1.5555555555555556,2.0,quantiifier,stimul,7.0,106,dvoje,nom,oni,3sg,VS
Belova_2023,В карнавальные костюмы переоденутся семеро из нас.,5.333333333333333,5.0,quantiifier,stimul,6.0,82,dvoje,elect,my,3pl,VS
Belova_2023,На проходной завода отметимся мы трое.,4.625,5.0,quantiifier,stimul,38.0,598,dvoje,nom,my,1pl,VS
Belova_2023,В важные переговоры вмешаемся мы все.,3.7142857142857135,4.0,quantiifier,stimul,29.0,462,vse,nom,my,1pl,VS
Belova_2023,Мы трое переедут в соседние страны.,1.818181818181818,2.0,quantiifier,stimul,32.0,503,dvoje,nom,my,3pl,SV
Belova_2023,Трое из нас прилетим в разные аэропорты.,1.4444444444444444,1.0,quantiifier,stimul,8.0,113,dvoje,elect,my,1pl,SV
Belova_2023,Вы с Дашей не возмут билетам на этот концерт.,1.6075949367088609,2.0,bad,filler,,793,,,,,
Belova_2023,Все из них сядут за первые парты.,5.0,5.0,quantiifier,stimul,39.0,621,vse,elect,oni,3pl,SV
Belova_2023,Мы семеро объявит о скорых отставках.,1.375,1.0,quantiifier,stimul,36.0,568,dvoje,nom,my,3sg,SV
Belova_2023,Мы двое победим на конкурсе чтецов.,5.25,5.0,quantiifier,stimul,37.0,582,dvoje,nom,my,1pl,SV
Belova_2023,На студенческих конференциях выступят они все.,3.7777777777777777,4.0,quantiifier,stimul,21.0,336,vse,oni,nom,3pl,VS
Belova_2023,По незнакомым номерам перезвоним пятеро из нас.,2.0,2.0,quantiifier,stimul,22.0,337,dvoje,elect,my,1pl,VS
Belova_2023,На утренних поездах приедут они шестеро.,2.888888888888889,3.0,quantiifier,stimul,5.0,73,dvoje,nom,oni,3pl,VS
Belova_2023,Шестеро из нас ответит за поломанные инструменты.,1.25,1.0,quantiifier,stimul,35.0,547,dvoje,elect,my,3sg,SV
Belova_2023,В дешёвых хостелах остановятся мы двое.,2.2,2.0,quantiifier,stimul,7.0,103,dvoje,nom,my,3pl,VS
Belova_2023,В карнавальные костюмы переоденется мы семеро.,2.875,3.0,quantiifier,stimul,6.0,88,dvoje,nom,my,3sg,VS
Belova_2023,Шестеро из них поступит в столичные вузы.,4.0,4.0,quantiifier,stimul,17.0,261,dvoje,elect,oni,3sg,SV
Belova_2023,В карнавальные костюмы переоденемся мы семеро.,4.625,5.0,quantiifier,stimul,6.0,86,dvoje,nom,my,1pl,VS
Belova_2023,Два ресторана в этом городе будут награждены почётной наградой.,5.892241379310345,6.0,good,filler,,790,,,,,
Belova_2023,Они все придут на пятничную вечеринку.,5.666666666666667,6.0,quantiifier,stimul,1.0,16,vse,oni,nom,3pl,SV
Belova_2023,Мы все приберёмся в старых кладовках.,5.454545454545454,5.0,quantiifier,stimul,47.0,750,vse,nom,my,1pl,SV
Belova_2023,Четверо из нас разберётся со сломанными телефонами.,2.7,3.0,quantiifier,stimul,9.0,131,dvoje,elect,my,3sg,SV
Belova_2023,Они шестеро ответит за поломанные инструменты.,2.1818181818181817,2.0,quantiifier,stimul,35.0,554,dvoje,nom,oni,3sg,SV
Belova_2023,Все из них присоединятся к поисковым отрядам.,4.4,4.0,quantiifier,stimul,28.0,445,vse,elect,oni,3pl,SV
Belova_2023,Мы семеро объявим о скорых отставках.,4.8,5.0,quantiifier,stimul,36.0,566,dvoje,nom,my,1pl,SV
Belova_2023,На акустической гитаре сыграют все из них.,4.0,4.0,quantiifier,stimul,13.0,205,vse,elect,oni,3pl,VS
Belova_2023,Мы все отчитаются за выполненные задачи.,1.5,2.0,quantiifier,stimul,43.0,687,vse,nom,my,3pl,SV
Belova_2023,На акустической гитаре сыграем мы все.,3.875,4.0,quantiifier,stimul,13.0,206,vse,nom,my,1pl,VS
Belova_2023,Четверо из них извинится за допущенные ошибки.,3.333333333333333,3.0,quantiifier,stimul,45.0,709,dvoje,elect,oni,3sg,SV
Belova_2023,На южных курортах отдохнут мы семеро.,1.9,2.0,quantiifier,stimul,24.0,375,dvoje,nom,my,3pl,VS
Belova_2023,Пятеро писателей выпустят сборником рассказов.,2.2711864406779663,2.0,bad,filler,,815,,,,,
Belova_2023,Они четверо поможет с проведением экзаменов.,3.75,4.0,quantiifier,stimul,3.0,42,dvoje,nom,oni,3sg,SV
Belova_2023,Все из них выступят на студенческих конференциях.,3.6666666666666665,4.0,quantiifier,stimul,21.0,333,vse,elect,oni,3pl,SV
Belova_2023,Семеро из нас возьмёмся за новые проекты.,4.0,4.0,quantiifier,stimul,42.0,657,dvoje,elect,my,1pl,SV
Belova_2023,О нужных продуктах позаботится семеро из них.,4.555555555555555,5.0,quantiifier,stimul,30.0,469,dvoje,elect,oni,3sg,VS
Belova_2023,Пятеро малышей сделают подарки для воспитательница.,2.2288135593220337,2.0,bad,filler,,809,,,,,
Belova_2023,В крещенской проруби искупаются все из нас.,3.2222222222222223,3.0,quantiifier,stimul,4.0,60,vse,elect,my,3pl,VS
Belova_2023,К поисковым отрядам присоединятся пятеро из нас.,5.888888888888889,6.0,quantiifier,stimul,28.0,434,dvoje,elect,my,3pl,VS
Belova_2023,На предложения конкурентов согласимся все из нас.,2.7777777777777777,3.0,quantiifier,stimul,14.0,219,vse,elect,my,1pl,VS
Belova_2023,Мы все разберутся со сломанными телефонами.,1.6,2.0,quantiifier,stimul,9.0,143,vse,nom,my,3pl,SV
Belova_2023,Со сломанными телефонами разберется мы четверо.,2.25,2.0,quantiifier,stimul,9.0,136,dvoje,nom,my,3sg,VS
Belova_2023,Мы четверо познакомятся с артистами спектакля.,1.3333333333333333,1.0,quantiifier,stimul,33.0,519,dvoje,nom,my,3pl,SV
Belova_2023,По незнакомым номерам перезвонит мы пятеро.,1.75,2.0,quantiifier,stimul,22.0,344,dvoje,nom,my,3sg,VS
Belova_2023,О нужных продуктах позаботится семеро из нас.,4.444444444444445,4.0,quantiifier,stimul,30.0,467,dvoje,elect,my,3sg,VS
Belova_2023,В гостиничные номера вернётся четверо из нас.,4.888888888888889,5.0,quantiifier,stimul,15.0,227,dvoje,elect,my,3sg,VS
Belova_2023,В течение месяца женятся они пятеро.,2.4444444444444446,2.0,quantiifier,stimul,16.0,249,dvoje,nom,oni,3pl,VS
Belova_2023,Мы шестеро приедет на утренних поездах.,3.0,3.0,quantiifier,stimul,5.0,72,dvoje,nom,my,3sg,SV
Belova_2023,Мы семеро переоденутся в карнавальные костюмы.,1.5,2.0,quantiifier,stimul,6.0,87,dvoje,nom,my,3pl,SV
Belova_2023,Они все остановятся в дешёвых хостелах.,5.5,6.0,quantiifier,stimul,7.0,112,vse,oni,nom,3pl,SV
Belova_2023,В старых кладовках приберутся все из нас.,3.333333333333333,3.0,quantiifier,stimul,47.0,748,vse,elect,my,3pl,VS
Belova_2023,В спортивные секции запишемся мы все.,3.857142857142857,4.0,quantiifier,stimul,12.0,190,vse,nom,my,1pl,VS
Belova_2023,В отдалённые деревни съездим мы трое.,4.714285714285714,5.0,quantiifier,stimul,20.0,310,dvoje,nom,my,1pl,VS
Belova_2023,Трое из нас согласимся на предложения конкурентов.,1.8,2.0,quantiifier,stimul,14.0,209,dvoje,elect,my,1pl,SV
Belova_2023,Все из нас приедут на утренних поездах.,2.333333333333333,2.0,quantiifier,stimul,5.0,76,vse,elect,my,3pl,SV
Belova_2023,С кредитными долгами рассчитаемся шестеро из нас.,2.7777777777777777,3.0,quantiifier,stimul,23.0,353,dvoje,elect,my,1pl,VS
Belova_2023,В лесных озёрах порыбачат они все.,4.444444444444445,4.0,quantiifier,stimul,31.0,496,vse,oni,nom,3pl,VS
Belova_2023,С нынешних позиций уволятся семеро из них.,4.777777777777778,5.0,quantiifier,stimul,18.0,276,dvoje,elect,oni,3pl,VS
Belova_2023,Трое из нас согласятся на предложения конкурентов.,5.555555555555555,6.0,quantiifier,stimul,14.0,210,dvoje,elect,my,3pl,SV
Belova_2023,В старых кладовках приберётся шестеро из нас.,5.222222222222222,5.0,quantiifier,stimul,47.0,739,dvoje,elect,my,3sg,VS
Belova_2023,Шестеро из нас рассчитается с кредитными долгами.,3.4444444444444446,3.0,quantiifier,stimul,23.0,357,dvoje,elect,oni,3sg,SV
Belova_2023,С артистами спектакля познакомятся четверо из них.,5.888888888888889,6.0,quantiifier,stimul,33.0,516,dvoje,elect,oni,3pl,VS
Belova_2023,Они четверо сядут за первые парты.,3.111111111111111,3.0,quantiifier,stimul,39.0,617,dvoje,nom,oni,3pl,SV
Belova_2023,В байдарочные походы отправятся все из них.,4.375,4.0,quantiifier,stimul,27.0,429,vse,elect,oni,3pl,VS
Belova_2023,Вы с Димой подключитесь к уроку по видеосвязи.,5.88646288209607,6.0,good,filler,,778,,,,,
Belova_2023,Пятеро из них искупаются в крещенской проруби.,6.0,6.0,quantiifier,stimul,4.0,52,dvoje,elect,oni,3pl,SV
Belova_2023,Мы двое остановится в дешёвых хостелах.,1.8888888888888888,2.0,quantiifier,stimul,7.0,104,dvoje,nom,my,3sg,SV
Belova_2023,В столичные вузы поступим семеро из нас.,2.4444444444444446,2.0,quantiifier,stimul,17.0,257,dvoje,elect,my,1pl,VS
Belova_2023,На двугорбых верблюдах покатается трое из нас.,5.444444444444445,5.0,quantiifier,stimul,26.0,403,dvoje,elect,my,3sg,VS
Belova_2023,К новым поликлиникам прикрепятся пятеро из нас.,5.666666666666667,6.0,quantiifier,stimul,40.0,626,dvoje,elect,my,3pl,VS
Belova_2023,Все из нас созвонятся с поставщиками продуктов.,4.5,4.0,quantiifier,stimul,10.0,156,vse,elect,my,3pl,SV
Belova_2023,Пятеро из них перезвонит по незнакомым номерам.,5.25,5.0,quantiifier,stimul,22.0,341,dvoje,elect,oni,3sg,SV
Belova_2023,С артистами спектакля познакомится четверо из них.,4.222222222222222,4.0,quantiifier,stimul,33.0,517,dvoje,elect,oni,3sg,VS
Belova_2023,За первые парты сядут мы все.,2.571428571428572,3.0,quantiifier,stimul,39.0,623,vse,nom,my,3pl,VS
Belova_2023,На курсы вождения пойдут все из нас.,3.6666666666666665,4.0,quantiifier,stimul,46.0,732,vse,elect,my,3pl,VS
Belova_2023,С проведением экзаменов помогут все из них.,4.111111111111111,4.0,quantiifier,stimul,3.0,45,vse,elect,oni,3pl,VS
Belova_2023,Они шестеро приедет на утренних поездах.,1.2222222222222223,1.0,quantiifier,stimul,5.0,74,dvoje,nom,oni,3sg,SV
Belova_2023,Двое из нас остановится в дешёвых хостелах.,3.25,3.0,quantiifier,stimul,7.0,99,dvoje,elect,my,3sg,SV
Belova_2023,Мы двое придём на пятничную вечеринку.,3.6666666666666665,4.0,quantiifier,stimul,1.0,6,dvoje,nom,my,1pl,SV
Belova_2023,Трое из нас вложимся в перспективные акции.,2.4545454545454546,2.0,quantiifier,stimul,44.0,689,dvoje,elect,my,1pl,SV
Belova_2023,В отдалённые деревни съездим мы все.,4.0,4.0,quantiifier,stimul,20.0,318,vse,nom,my,1pl,VS
Belova_2023,За выполненные задачи отчитаемся мы все.,4.428571428571429,4.0,quantiifier,stimul,43.0,686,vse,nom,my,1pl,VS
Belova_2023,На курсы вождения пойдёт пятеро из нас.,5.333333333333333,5.0,quantiifier,stimul,46.0,723,dvoje,elect,my,3sg,VS
Belova_2023,Они трое согласятся на предложения конкурентов.,4.2727272727272725,4.0,quantiifier,stimul,14.0,217,dvoje,nom,oni,3pl,SV
Belova_2023,Мы пятеро перезвонят по незнакомым номерам.,1.7,2.0,quantiifier,stimul,22.0,343,dvoje,nom,my,3pl,SV
Belova_2023,Трое из нас опубликуется в научных журналах.,4.166666666666667,4.0,quantiifier,stimul,2.0,21,dvoje,elect,oni,3sg,SV
Belova_2023,На акустической гитаре сыграют все из нас.,3.888888888888889,4.0,quantiifier,stimul,13.0,204,vse,elect,my,3pl,VS
Belova_2023,Мы пятеро женимся в течение месяца.,6.0,6.0,quantiifier,stimul,16.0,246,dvoje,nom,my,1pl,SV
Belova_2023,За новые проекты возьмёмся все из нас.,2.7777777777777777,3.0,quantiifier,stimul,42.0,667,vse,elect,my,1pl,VS
Belova_2023,В разные аэропорты прилетим трое из нас.,2.555555555555556,3.0,quantiifier,stimul,8.0,113,dvoje,elect,my,1pl,VS
Belova_2023,Четверо из них вернётся в гостиничные номера.,2.5,2.0,quantiifier,stimul,15.0,229,dvoje,elect,oni,3sg,SV
Belova_2023,Мы все справимся с заменой лампочек.,5.8,6.0,quantiifier,stimul,11.0,174,vse,nom,my,1pl,SV
Belova_2023,Трое из нас покатаются на двугорбых верблюдах.,6.125,6.0,quantiifier,stimul,26.0,402,dvoje,elect,my,3pl,SV
Belova_2023,Они все съездят в отдалённые деревни.,5.4,5.0,quantiifier,stimul,20.0,320,vse,oni,nom,3pl,SV
Belova_2023,На утренних поездах приедут мы шестеро.,1.9,2.0,quantiifier,stimul,5.0,71,dvoje,nom,my,3pl,VS
Belova_2023,На утренних поездах приедут мы все.,2.2857142857142856,2.0,quantiifier,stimul,5.0,79,vse,nom,my,3pl,VS
Belova_2023,Шестеро из них приберутся в старых кладовках.,4.666666666666667,5.0,quantiifier,stimul,47.0,740,dvoje,elect,oni,3pl,SV
Belova_2023,В байдарочные походы отправится четверо из них.,3.7777777777777777,4.0,quantiifier,stimul,27.0,421,dvoje,elect,oni,3sg,VS
Belova_2023,Четверо из них разберутся со сломанными телефонами.,6.75,7.0,quantiifier,stimul,9.0,132,dvoje,elect,oni,3pl,SV
Belova_2023,Мы все помогут с проведением экзаменов.,2.1666666666666665,2.0,quantiifier,stimul,3.0,47,vse,nom,my,3pl,SV
Belova_2023,С заменой лампочек справятся шестеро из них.,5.555555555555555,6.0,quantiifier,stimul,11.0,164,dvoje,elect,oni,3pl,VS
Belova_2023,Все из нас пойдём на курсы вождения.,1.2,1.0,quantiifier,stimul,46.0,731,vse,elect,my,1pl,SV
Belova_2023,Мы семеро поучаствует в социальных опросах.,2.0,2.0,quantiifier,stimul,48.0,760,dvoje,nom,my,3sg,SV
Belova_2023,Мы пятеро искупается в крещенской проруби.,2.0,2.0,quantiifier,stimul,4.0,56,dvoje,nom,my,3sg,SV
Belova_2023,Все из нас ответят за поломанные инструменты.,5.4,5.0,quantiifier,stimul,35.0,556,vse,elect,my,3pl,SV
Belova_2023,Они двое отчитается за выполненные задачи.,1.75,2.0,quantiifier,stimul,43.0,682,dvoje,nom,oni,3sg,SV
Belova_2023,На проходной завода отметятся они все.,4.555555555555555,5.0,quantiifier,stimul,38.0,608,vse,oni,nom,3pl,VS
Belova_2023,По незнакомым номерам перезвонят мы все.,1.875,2.0,quantiifier,stimul,22.0,351,vse,nom,my,3pl,VS
Belova_2023,Они четверо познакомятся с артистами спектакля.,5.4,5.0,quantiifier,stimul,33.0,521,dvoje,nom,oni,3pl,SV
Belova_2023,В столичные вузы поступит семеро из нас.,5.444444444444445,5.0,quantiifier,stimul,17.0,259,dvoje,elect,my,3sg,VS
Belova_2023,Они все покатаются на двугорбых верблюдах.,5.2,5.0,quantiifier,stimul,26.0,416,vse,oni,nom,3pl,SV
Belova_2023,Пятеро из нас созвонится с поставщиками продуктов.,2.5454545454545454,3.0,quantiifier,stimul,10.0,147,dvoje,elect,my,3sg,SV
Belova_2023,Все из нас приедем на утренних поездах.,1.3333333333333333,1.0,quantiifier,stimul,5.0,75,vse,elect,my,1pl,SV
Belova_2023,Они трое покатаются на двугорбых верблюдах.,4.0,4.0,quantiifier,stimul,26.0,409,dvoje,nom,oni,3pl,SV
Belova_2023,Все из них отметятся на проходной завода.,4.5,4.0,quantiifier,stimul,38.0,605,vse,elect,oni,3pl,SV
Belova_2023,В научных журналах опубликуются трое из них.,5.555555555555555,6.0,quantiifier,stimul,2.0,20,dvoje,elect,oni,3pl,VS
Belova_2023,За допущенные ошибки извинятся мы все.,2.125,2.0,quantiifier,stimul,45.0,719,vse,nom,my,3pl,VS
Belova_2023,Со свадебными фотографами свяжутся все из них.,3.555555555555556,4.0,quantiifier,stimul,25.0,397,vse,elect,oni,3pl,VS
Belova_2023,В спортивные секции запишутся мы все.,2.5,2.0,quantiifier,stimul,12.0,191,vse,nom,my,3pl,VS
Belova_2023,Они четверо разберётся со сломанными телефонами.,1.2,1.0,quantiifier,stimul,9.0,138,dvoje,nom,oni,3sg,SV
Belova_2023,Четверо из нас вернутся в гостиничные номера.,5.833333333333333,6.0,quantiifier,stimul,15.0,226,dvoje,elect,my,3pl,SV
Belova_2023,Все из них согласятся на предложения конкурентов.,4.25,4.0,quantiifier,stimul,14.0,221,vse,elect,oni,3pl,SV
Belova_2023,За новые проекты возьмутся все из нас.,3.6666666666666665,4.0,quantiifier,stimul,42.0,668,vse,elect,my,3pl,VS
Belova_2023,С артистами спектакля познакомятся все из нас.,3.6666666666666665,4.0,quantiifier,stimul,33.0,524,vse,elect,my,3pl,VS
Belova_2023,В спортивные секции запишется мы семеро.,1.75,2.0,quantiifier,stimul,12.0,184,dvoje,nom,my,3sg,VS
Belova_2023,Они все поучаствуют в социальных опросах.,6.333333333333333,6.0,quantiifier,stimul,48.0,768,vse,oni,nom,3pl,SV
Belova_2023,В спортивные секции запишется семеро из нас.,5.333333333333333,5.0,quantiifier,stimul,12.0,179,dvoje,elect,my,3sg,VS
Belova_2023,С поставщиками продуктов созвонятся все из них.,3.555555555555556,4.0,quantiifier,stimul,10.0,157,vse,elect,oni,3pl,VS
Belova_2023,С проведением экзаменов поможем четверо из нас.,2.0,2.0,quantiifier,stimul,3.0,33,dvoje,elect,my,1pl,VS
