author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_2,Со свадебными фотографами свяжется мы двое.,1.875,2.0,quantifier,stimul,25.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,О скорых отставках объявим семеро из нас.,2.555555555555556,3.0,quantifier,stimul,36.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,За поломанные инструменты ответит они шестеро.,1.5555555555555556,2.0,quantifier,stimul,35.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В течение месяца женимся все из нас.,2.4444444444444446,2.0,quantifier,stimul,16.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С кредитными долгами рассчитаются они шестеро.,2.555555555555556,3.0,quantifier,stimul,23.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,За выполненные задачи отчитается они двое.,1.4444444444444444,1.0,quantifier,stimul,43.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,За выполненные задачи отчитаются двое из нас.,5.555555555555555,6.0,quantifier,stimul,43.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С артистами спектакля познакомятся четверо из нас.,5.666666666666667,6.0,quantifier,stimul,33.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В важные переговоры вмешаются шестеро из нас.,5.888888888888889,6.0,quantifier,stimul,29.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,За первые парты сядем мы все.,5.0,5.0,quantifier,stimul,39.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,За поломанные инструменты ответит шестеро из них.,4.0,4.0,quantifier,stimul,35.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,На студенческих конференциях выступит мы четверо.,1.875,2.0,quantifier,stimul,21.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В столичные вузы поступят все из них.,4.444444444444445,4.0,quantifier,stimul,17.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В соседние страны переедет они трое.,1.5555555555555556,2.0,quantifier,stimul,32.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,Шесть яиц будут нужно для этого пирога.,3.3795620437956204,3.0,bad,filler,,bad,,,
Belova_2023_2,С нынешних позиций уволятся они семеро.,2.6666666666666665,3.0,quantifier,stimul,18.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В крещенской проруби искупаются мы пятеро.,1.4,1.0,quantifier,stimul,4.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В гостиничные номера вернёмся мы четверо.,4.0,4.0,quantifier,stimul,15.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,По незнакомым номерам перезвоним мы все.,3.0,3.0,quantifier,stimul,22.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На двугорбых верблюдах покатаются трое из них.,6.111111111111111,6.0,quantifier,stimul,26.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В крещенской проруби искупается мы пятеро.,2.0,2.0,quantifier,stimul,4.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,На предложения конкурентов согласится они трое.,2.0,2.0,quantifier,stimul,14.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,С проведением экзаменов поможет они четверо.,1.625,2.0,quantifier,stimul,3.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,О скорых отставках объявим мы все.,4.25,4.0,quantifier,stimul,36.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,Только мы с Аней прочтёт все заданный статьи.,1.9640287769784173,2.0,bad,filler,,bad,,,
Belova_2023_2,В разные аэропорты прилетит они трое.,1.4444444444444444,1.0,quantifier,stimul,8.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,За выполненные задачи отчитается двое из нас.,5.555555555555555,6.0,quantifier,stimul,43.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На двугорбых верблюдах покатается они трое.,1.5555555555555556,2.0,quantifier,stimul,26.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,На проходной завода отметимся трое из нас.,2.2222222222222223,2.0,quantifier,stimul,38.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Мы с Гришей купим водоросли для нового аквариума.,6.24822695035461,6.0,good,filler,,good,,,
Belova_2023_2,В отдалённые деревни съездит трое из нас.,4.333333333333333,4.0,quantifier,stimul,20.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В лесных озёрах порыбачит двое из нас.,4.388888888888889,4.0,quantifier,stimul,31.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,Вы с Мариной останетесь в лагере ещё на неделю.,5.992700729927007,6.0,good,filler,,good,,,
Belova_2023_2,С поставщиками продуктов созвонится пятеро из них.,3.25,3.0,quantifier,stimul,10.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В разные аэропорты прилетят мы трое.,1.9,2.0,quantifier,stimul,8.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,С очевидцами аварии побеседуем мы все.,4.125,4.0,quantifier,stimul,34.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В гостиничные номера вернутся все из них.,3.888888888888889,4.0,quantifier,stimul,15.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На утренних поездах приедут все из нас.,2.333333333333333,2.0,quantifier,stimul,5.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,Только один из сыновей офицера пойдёт по стопам отца.,5.978260869565218,6.0,good,filler,,good,,,
Belova_2023_2,Два ресторана в этом городе будут награждены почётной наградой.,5.875,6.0,good,filler,,good,,,
Belova_2023_2,За допущенные ошибки извинится они четверо.,1.7777777777777777,2.0,quantifier,stimul,45.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,За первые парты сядет они четверо.,1.4444444444444444,1.0,quantifier,stimul,39.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,Со сломанными телефонами разберемся четверо из нас.,2.333333333333333,2.0,quantifier,stimul,9.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В научных журналах опубликуются трое из них.,5.555555555555555,6.0,quantifier,stimul,2.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,За поломанные инструменты ответит шестеро из нас.,5.555555555555555,6.0,quantifier,stimul,35.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В научных журналах опубликуются трое из нас.,4.555555555555555,5.0,quantifier,stimul,2.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,К поисковым отрядам присоединимся пятеро из нас.,2.4444444444444446,2.0,quantifier,stimul,28.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В столичные вузы поступят мы семеро.,1.8,2.0,quantifier,stimul,17.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За допущенные ошибки извинится мы четверо.,2.0,2.0,quantifier,stimul,45.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В больших палатках переночуем мы двое.,4.375,4.0,quantifier,stimul,19.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В перспективные акции вложится трое из нас.,5.111111111111111,5.0,quantifier,stimul,44.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,Пятерых погорельцев переселят в новый дом.,6.107142857142857,6.0,good,filler,,good,,,
Belova_2023_2,За выполненные задачи отчитаются мы все.,2.125,2.0,quantifier,stimul,43.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,К новым поликлиникам прикрепятся мы все.,2.75,3.0,quantifier,stimul,40.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,Со сломанными телефонами разберутся все из них.,3.6666666666666665,4.0,quantifier,stimul,9.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В байдарочные походы отправятся они все.,4.666666666666667,5.0,quantifier,stimul,27.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,К поисковым отрядам присоединятся мы пятеро.,2.5,2.0,quantifier,stimul,28.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,К поисковым отрядам присоединятся они все.,4.555555555555555,5.0,quantifier,stimul,28.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,За выполненные задачи отчитается двое из них.,3.333333333333333,3.0,quantifier,stimul,43.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,За первые парты сядет четверо из нас.,5.666666666666667,6.0,quantifier,stimul,39.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В больших палатках переночуют все из них.,4.111111111111111,4.0,quantifier,stimul,19.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,О скорых отставках объявят семеро из них.,5.777777777777778,6.0,quantifier,stimul,36.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В перспективные акции вложимся трое из нас.,2.2222222222222223,2.0,quantifier,stimul,44.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В важные переговоры вмешается шестеро из нас.,4.777777777777778,5.0,quantifier,stimul,29.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В разные аэропорты прилетим мы все.,2.875,3.0,quantifier,stimul,8.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В старых кладовках приберёмся все из нас.,2.555555555555556,3.0,quantifier,stimul,47.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В учебных кабинетах подметёт шестеро из нас.,4.555555555555555,5.0,quantifier,stimul,41.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С нынешних позиций уволятся все из них.,3.0,3.0,quantifier,stimul,18.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На акустической гитаре сыграет двое из нас.,3.888888888888889,4.0,quantifier,stimul,13.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С нынешних позиций уволится семеро из нас.,5.666666666666667,6.0,quantifier,stimul,18.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В течение месяца женится мы пятеро.,2.142857142857143,2.0,quantifier,stimul,16.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,По незнакомым номерам перезвонят пятеро из них.,5.111111111111111,5.0,quantifier,stimul,22.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В отдалённые деревни съездят они все.,3.6666666666666665,4.0,quantifier,stimul,20.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В лесных озёрах порыбачит она двое.,1.5555555555555556,2.0,quantifier,stimul,31.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,На конкурсе чтецов победит двое из них.,4.555555555555555,5.0,quantifier,stimul,37.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,С кредитными долгами рассчитается они шестеро.,1.2222222222222223,1.0,quantifier,stimul,23.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,За новые проекты возьмёмся мы все.,5.375,5.0,quantifier,stimul,42.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,На двугорбых верблюдах покатаемся мы трое.,4.0,4.0,quantifier,stimul,26.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В учебных кабинетах подметут мы шестеро.,2.0,2.0,quantifier,stimul,41.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В лесных озёрах порыбачат все из них.,4.444444444444445,4.0,quantifier,stimul,31.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С кредитными долгами рассчитаются мы шестеро.,2.0,2.0,quantifier,stimul,23.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В перспективные акции вложится трое из них.,3.7777777777777777,4.0,quantifier,stimul,44.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,За первые парты сядут мы четверо.,1.9,2.0,quantifier,stimul,39.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На предложения конкурентов согласятся мы все.,2.375,2.0,quantifier,stimul,14.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В гостиничные номера вернёмся все из нас.,2.555555555555556,3.0,quantifier,stimul,15.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На южных курортах отдохнут все из них.,4.111111111111111,4.0,quantifier,stimul,24.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В спортивные секции запишемся все из нас.,2.6666666666666665,3.0,quantifier,stimul,12.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В течение месяца женятся они все.,3.6666666666666665,4.0,quantifier,stimul,16.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В больших палатках переночуем двое из нас.,2.4444444444444446,2.0,quantifier,stimul,19.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В научных журналах опубликется мы трое.,1.875,2.0,quantifier,stimul,2.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,За допущенные ошибки извинится четверо из нас.,5.222222222222222,5.0,quantifier,stimul,45.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В столичные вузы поступим семеро из нас.,2.4444444444444446,2.0,quantifier,stimul,17.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На утренних поездах приедем шестеро из нас.,2.111111111111111,2.0,quantifier,stimul,5.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На курсы вождения пойдём мы пятеро.,3.875,4.0,quantifier,stimul,46.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,По незнакомым номерам перезвоним все из нас.,2.555555555555556,3.0,quantifier,stimul,22.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На курсы вождения пойдём все из нас.,2.6666666666666665,3.0,quantifier,stimul,46.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Двое часовых будут стоять у парадного входа.,6.15,6.0,good,filler,,good,,,
Belova_2023_2,В соседние страны переедем все из нас.,2.555555555555556,3.0,quantifier,stimul,32.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В лесных озёрах порыбачат двое из них.,6.0,6.0,quantifier,stimul,31.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На пятничную вечеринку придёт двое из них.,4.111111111111111,4.0,quantifier,stimul,1.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,С проведением экзаменов помогут мы четверо.,2.111111111111111,2.0,quantifier,stimul,3.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На проходной завода отметятся трое из них.,5.444444444444445,5.0,quantifier,stimul,38.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В карнавальные костюмы переоденутся семеро из нас.,5.333333333333333,5.0,quantifier,stimul,6.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В разные аэропорты прилетит трое из нас.,3.111111111111111,3.0,quantifier,stimul,8.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,За выполненные задачи отчитаемся двое из нас.,2.2222222222222223,2.0,quantifier,stimul,43.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,С артистами спектакля познакомится мы четверо.,1.875,2.0,quantifier,stimul,33.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,О нужных продуктах позаботятся семеро из них.,5.888888888888889,6.0,quantifier,stimul,30.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,О скорых отставках объявят все из нас.,3.2222222222222223,3.0,quantifier,stimul,36.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,Вы с Дашей не возмут билетам на этот концерт.,1.6762589928057554,2.0,bad,filler,,bad,,,
Belova_2023_2,С артистами спектакля познакомимся мы четверо.,4.75,5.0,quantifier,stimul,33.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С проведением экзаменов помогут мы все.,2.4285714285714284,2.0,quantifier,stimul,3.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На утренних поездах приедет шестро из них.,3.2222222222222223,3.0,quantifier,stimul,5.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В байдарочные походы отправится они четверо.,1.7777777777777777,2.0,quantifier,stimul,27.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,Только двое из вашей группы будут допущены к экзамену.,6.364285714285714,6.0,good,filler,,good,,,
Belova_2023_2,В важные переговоры вмешаются они шестеро.,3.111111111111111,3.0,quantifier,stimul,29.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,Со свадебными фотографами свяжется двое из них.,3.6666666666666665,4.0,quantifier,stimul,25.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В отдалённые деревни съездят трое из них.,6.0,6.0,quantifier,stimul,20.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,По незнакомым номерам перезвонит пятеро из них.,3.75,4.0,quantifier,stimul,22.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В перспективные акции вложится они трое.,1.8888888888888888,2.0,quantifier,stimul,44.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В больших палатках переночуем все из нас.,2.555555555555556,3.0,quantifier,stimul,19.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На пятничную вечеринку придут двое из них.,6.0,6.0,quantifier,stimul,1.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В гостиничные номера вернется мы четверо.,1.875,2.0,quantifier,stimul,15.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,Мы с Никитой досмотрят хороший сериал про пираты.,1.8695652173913044,2.0,bad,filler,,bad,,,
Belova_2023_2,На пятничную вечеринку придут они двое.,3.4444444444444446,3.0,quantifier,stimul,1.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,На южных курортах отдохнём семеро из нас.,1.875,2.0,quantifier,stimul,24.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На предложения конкурентов согласится мы трое.,1.625,2.0,quantifier,stimul,14.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В течение месяца женятся пятеро из них.,5.444444444444445,5.0,quantifier,stimul,16.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На утренних поездах приедем мы все.,4.375,4.0,quantifier,stimul,5.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В спортивные секции запишемся семеро из нас.,2.6666666666666665,3.0,quantifier,stimul,12.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В больших палатках переночуют двое из нас.,5.333333333333333,5.0,quantifier,stimul,19.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С заменой лампочек справимся шестеро из нас.,2.555555555555556,3.0,quantifier,stimul,11.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На двугорбых верблюдах покатаются все из них.,4.75,5.0,quantifier,stimul,26.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,За поломанные инструменты ответим все из нас.,2.6666666666666665,3.0,quantifier,stimul,35.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В спортивные секции запишется семеро из них.,3.5,4.0,quantifier,stimul,12.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В важные переговоры вмешается они шестеро.,1.6666666666666667,2.0,quantifier,stimul,29.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,Мы с Васей съездим на море в августе.,5.913043478260869,6.0,good,filler,,good,,,
Belova_2023_2,За поломанные инструменты ответят мы все.,2.625,3.0,quantifier,stimul,35.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На курсы вождения пойдём мы все.,5.0,5.0,quantifier,stimul,46.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,Мы с Даней будем коллекционировать редкие монеты.,6.414285714285715,6.0,good,filler,,good,,,
Belova_2023_2,С очевидцами аварии побеседуют все из нас.,3.888888888888889,4.0,quantifier,stimul,34.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,О скорых отставках объявят мы все.,2.375,2.0,quantifier,stimul,36.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В соседние страны переедет мы трое.,1.75,2.0,quantifier,stimul,32.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,С очевидцами аварии побеседуют мы все.,2.75,3.0,quantifier,stimul,34.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,Со свадебными фотографами свяжется двое из нас.,3.625,4.0,quantifier,stimul,25.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,На проходной завода отметятся мы трое.,1.9,2.0,quantifier,stimul,38.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,Мы с Настей пойдём на рыбалку в воскресенье.,6.49645390070922,6.0,good,filler,,good,,,
Belova_2023_2,С нынешних позиций уволятся мы все.,2.2857142857142856,2.0,quantifier,stimul,18.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,Мы с Егором внесёт аванс за квартирами.,2.021582733812949,2.0,bad,filler,,bad,,,
Belova_2023_2,В перспективные акции вложатся они все.,4.444444444444445,4.0,quantifier,stimul,44.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,О нужных продуктах позаботится семеро из них.,4.555555555555555,5.0,quantifier,stimul,30.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В отдалённые деревни съездят мы все.,2.7142857142857144,3.0,quantifier,stimul,20.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,Вы с Димой подключитесь к уроку по видеосвязи.,5.798507462686567,6.0,good,filler,,good,,,
Belova_2023_2,О нужных продуктах позаботится семеро из нас.,4.444444444444445,4.0,quantifier,stimul,30.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С кредитными долгами рассчитаемся все из нас.,2.6666666666666665,3.0,quantifier,stimul,23.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,В крещенской проруби искупаются пятеро из них.,6.0,6.0,quantifier,stimul,4.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В спортивные секции запишется мы семеро.,1.75,2.0,quantifier,stimul,12.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,На южных курортах отдохнёт мы семеро.,2.5,2.0,quantifier,stimul,24.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В крещенской проруби искупается пятеро из них.,4.666666666666667,5.0,quantifier,stimul,4.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,На акустической гитаре сыграют все из них.,4.0,4.0,quantifier,stimul,13.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,На акустической гитаре сыграет они двое.,1.2222222222222223,1.0,quantifier,stimul,13.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В лесных озёрах порыбачат они двое.,3.0,3.0,quantifier,stimul,31.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,В гостиничные номера вернутся они все.,4.666666666666667,5.0,quantifier,stimul,15.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В отдалённые деревни съездят все из нас.,3.6666666666666665,4.0,quantifier,stimul,20.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,К поисковым отрядам присоединится пятеро из них.,4.0,4.0,quantifier,stimul,28.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,Восемь клёнов будут посадят на этом аллее.,2.398550724637681,2.0,bad,filler,,bad,,,
Belova_2023_2,В социальных опросах поучаствуем мы все.,5.0,5.0,quantifier,stimul,48.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,Пятеро малышей сделают подарки для воспитательница.,2.271428571428572,2.0,bad,filler,,bad,,,
Belova_2023_2,С артистами спектакля познакомится четверо из нас.,5.444444444444445,5.0,quantifier,stimul,33.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,В байдарочные походы отправятся все из нас.,3.6666666666666665,4.0,quantifier,stimul,27.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,С кредитными долгами рассчитаются все из нас.,3.4444444444444446,3.0,quantifier,stimul,23.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В важные переговоры вмешается мы шестеро.,1.875,2.0,quantifier,stimul,29.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,На конкурсе чтецов победят все из нас.,3.111111111111111,3.0,quantifier,stimul,37.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,В столичные вузы поступим мы все.,4.125,4.0,quantifier,stimul,17.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,За выполненные задачи отчитаемся мы двое.,5.125,5.0,quantifier,stimul,43.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,По незнакомым номерам перезвонят они все.,3.588235294117647,4.0,quantifier,stimul,22.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,На южных курортах отдохнёт семеро из них.,4.333333333333333,4.0,quantifier,stimul,24.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,О нужных продуктах позаботятся они семеро.,3.4444444444444446,3.0,quantifier,stimul,30.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_2,О скорых отставках объявит они семеро.,1.7777777777777777,2.0,quantifier,stimul,36.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,В столичные вузы поступят мы все.,2.375,2.0,quantifier,stimul,17.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,В учебных кабинетах подметёт они шестеро.,1.4444444444444444,1.0,quantifier,stimul,41.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_2,На акустической гитаре сыграем мы все.,3.875,4.0,quantifier,stimul,13.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,В отдалённые деревни съездит трое из них.,3.2222222222222223,3.0,quantifier,stimul,20.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,С заменой лампочек справятся все из них.,4.444444444444445,4.0,quantifier,stimul,11.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,С проведением экзаменов помогут четверо из нас.,5.444444444444445,5.0,quantifier,stimul,3.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_2,На утренних поездах приедут мы все.,2.2857142857142856,2.0,quantifier,stimul,5.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,На предложения конкурентов согласятся они все.,4.666666666666667,5.0,quantifier,stimul,14.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В отдалённые деревни съездит мы трое.,1.75,2.0,quantifier,stimul,20.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_2,В отдалённые деревни съездим трое из нас.,2.6666666666666665,3.0,quantifier,stimul,20.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,О скорых отставках объявит семеро из нас.,4.666666666666667,5.0,quantifier,stimul,36.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,Со сломанными телефонами разберется четверо из нас.,4.333333333333333,4.0,quantifier,stimul,9.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_2,С заменой лампочек справимся мы все.,4.625,5.0,quantifier,stimul,11.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,За первые парты сядем все из нас.,2.555555555555556,3.0,quantifier,stimul,39.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,На курсы вождения пойдут мы пятеро.,1.9,2.0,quantifier,stimul,46.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_2,За допущенные ошибки извинятся все из них.,3.888888888888889,4.0,quantifier,stimul,45.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В разные аэропорты прилетят они все.,3.7777777777777777,4.0,quantifier,stimul,8.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_2,В лесных озёрах порыбачим мы двое.,4.125,4.0,quantifier,stimul,31.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_2,С очевидцами аварии побеседуют все из них.,3.4444444444444446,3.0,quantifier,stimul,34.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_2,В отдалённые деревни съездим все из нас.,2.4444444444444446,2.0,quantifier,stimul,20.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_2,Вы с Пашей будете писать контрольную во вторник.,6.307142857142857,6.0,good,filler,,good,,,
Belova_2023_2,В соседние страны переедет трое из них.,3.333333333333333,3.0,quantifier,stimul,32.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_2,В течение месяца женятся мы пятеро.,1.8,2.0,quantifier,stimul,16.0,"we, nom, 3pl",we,nom,3pl
