author,sentence,response,response_round,subtype,type,lexicalization,condition,pronoun,strategy,verb
Belova_2023_1,Мы трое согласится на предложения конкурентов.,1.25,1.0,quantifier,stimul,14.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы все справимся с заменой лампочек.,5.8,6.0,quantifier,stimul,11.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Трое из нас согласимся на предложения конкурентов.,1.8,2.0,quantifier,stimul,14.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы пятеро искупаются в крещенской проруби.,1.25,1.0,quantifier,stimul,4.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы пятеро перезвонят по незнакомым номерам.,1.7,2.0,quantifier,stimul,22.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Семеро из них запишутся в спортивные секции.,5.444444444444445,5.0,quantifier,stimul,12.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас побеседуют с очевидцами аварии.,6.5,6.0,quantifier,stimul,34.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы семеро уволятся с нынешних позиций.,1.6,2.0,quantifier,stimul,18.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы трое съездим в отдалённые деревни.,4.9,5.0,quantifier,stimul,20.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они трое прилетит в разные аэропорты.,1.8,2.0,quantifier,stimul,8.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы все рассчитаются с кредитными долгами.,1.25,1.0,quantifier,stimul,23.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все запишутся в спортивные секции.,3.5,4.0,quantifier,stimul,12.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Шесть яиц будут нужно для этого пирога.,2.9375,3.0,bad,filler,,bad,,,
Belova_2023_1,Трое из них согласится на предложения конкурентов.,4.2,4.0,quantifier,stimul,14.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Все из них опубликуются в научных журналах.,3.555555555555556,4.0,quantifier,stimul,2.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас порыбачат в лесных озёрах.,3.0,3.0,quantifier,stimul,31.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Пятеро из них созвонятся с поставщиками продуктов.,5.0,5.0,quantifier,stimul,10.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они все победят на конкурсе чтецов.,7.0,7.0,quantifier,stimul,37.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Все из них возьмутся за новые проекты.,5.727272727272728,6.0,quantifier,stimul,42.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они двое придёт на пятничную вечеринку.,1.75,2.0,quantifier,stimul,1.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Шестеро из нас ответит за поломанные инструменты.,1.25,1.0,quantifier,stimul,35.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Пятеро из нас созвонятся с поставщиками продуктов.,6.375,6.0,quantifier,stimul,10.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Только мы с Аней прочтёт все заданный статьи.,1.7653061224489797,2.0,bad,filler,,bad,,,
Belova_2023_1,Двое из них свяжется со свадебными фотографами.,1.25,1.0,quantifier,stimul,25.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Мы пятеро женятся в течение месяца.,2.4545454545454546,2.0,quantifier,stimul,16.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они все остановятся в дешёвых хостелах.,5.5,6.0,quantifier,stimul,7.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Они пятеро пойдёт на курсы вождения.,1.6666666666666667,2.0,quantifier,stimul,46.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы с Гришей купим водоросли для нового аквариума.,6.36734693877551,6.0,good,filler,,good,,,
Belova_2023_1,Двое из нас отчитаются за выполненные задачи.,6.0,6.0,quantifier,stimul,43.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из них помогут с проведением экзаменов.,3.0,3.0,quantifier,stimul,3.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Вы с Мариной останетесь в лагере ещё на неделю.,6.223404255319149,6.0,good,filler,,good,,,
Belova_2023_1,Четверо из нас сядет за первые парты.,4.1,4.0,quantifier,stimul,39.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы все вложимся в перспективные акции.,6.6,7.0,quantifier,stimul,44.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Четверо из нас вернутся в гостиничные номера.,5.833333333333333,6.0,quantifier,stimul,15.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из нас позаботятся о нужных продуктах.,4.9,5.0,quantifier,stimul,30.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они четверо сядет за первые парты.,1.5,2.0,quantifier,stimul,39.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Только один из сыновей офицера пойдёт по стопам отца.,6.0,6.0,good,filler,,good,,,
Belova_2023_1,Два ресторана в этом городе будут награждены почётной наградой.,5.916666666666667,6.0,good,filler,,good,,,
Belova_2023_1,Мы пятеро присоединится к поисковым отрядам.,3.0,3.0,quantifier,stimul,28.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы трое опубликуемся в научных журналах.,4.0,4.0,quantifier,stimul,2.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Шестеро из них ответит за поломанные инструменты.,2.333333333333333,2.0,quantifier,stimul,35.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Все из них сядут за первые парты.,5.0,5.0,quantifier,stimul,39.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы трое согласятся на предложения конкурентов.,1.5,2.0,quantifier,stimul,14.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из них сыграют на акустической гитаре.,5.3,5.0,quantifier,stimul,13.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы шестеро вмешается в важные переговоры.,1.25,1.0,quantifier,stimul,29.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы все свяжутся со свадебными фотографами.,1.6666666666666667,2.0,quantifier,stimul,25.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы пятеро присоединимся к поисковым отрядам.,4.333333333333333,4.0,quantifier,stimul,28.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из нас объявим о скорых отставках.,1.8,2.0,quantifier,stimul,36.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Двое из них переночуют в больших палатках.,6.181818181818182,6.0,quantifier,stimul,19.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Пятерых погорельцев переселят в новый дом.,6.208333333333333,6.0,good,filler,,good,,,
Belova_2023_1,Мы пятеро побеседует с очевидцами аварии.,2.1,2.0,quantifier,stimul,34.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы четверо поможем с проведением экзаменов.,5.888888888888889,6.0,quantifier,stimul,3.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Шестеро из них приберутся в старых кладовках.,4.666666666666667,5.0,quantifier,stimul,47.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас женятся в течение месяца.,5.0,5.0,quantifier,stimul,16.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы шестеро поступим в столичные вузы.,5.0,5.0,quantifier,stimul,17.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы шестеро поступит в столичные вузы.,2.0,2.0,quantifier,stimul,17.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы пятеро искупаемся в крещенской проруби.,5.5,6.0,quantifier,stimul,4.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы трое опубликуется в научных журналах.,2.0,2.0,quantifier,stimul,2.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Все из нас ответим за поломанные инструменты.,3.25,3.0,quantifier,stimul,35.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Пятеро из них присоединятся к поисковым отрядам.,5.0,5.0,quantifier,stimul,28.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Двое из них отчитается за выполненные задачи.,3.2222222222222223,3.0,quantifier,stimul,43.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Все из нас перезвонят по незнакомым номерам.,4.333333333333333,4.0,quantifier,stimul,22.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из них порыбачат в лесных озёрах.,6.0,6.0,quantifier,stimul,31.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все поучаствуют в социальных опросах.,2.0,2.0,quantifier,stimul,48.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы двое свяжутся со свадебными фотографами.,1.2222222222222223,1.0,quantifier,stimul,25.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Трое из них переедут в соседние страны.,6.4,6.0,quantifier,stimul,32.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы шестеро рассчитаемся с кредитными долгами.,3.5454545454545454,4.0,quantifier,stimul,23.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Трое из них отметится на проходной завода.,3.5,4.0,quantifier,stimul,38.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Мы все сыграем на акустической гитаре.,6.5,6.0,quantifier,stimul,13.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Семеро из нас переоденемся в карнавальные костюмы.,2.0,2.0,quantifier,stimul,6.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Двое из нас победят на конкурсе чтецов.,6.0,6.0,quantifier,stimul,37.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из них поступят в столичные вузы.,6.25,6.0,quantifier,stimul,17.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они все помогут с проведением экзаменов.,6.2,6.0,quantifier,stimul,3.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Трое из нас переедет в соседние страны.,2.6666666666666665,3.0,quantifier,stimul,32.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Мы семеро позаботимся о нужных продуктах.,5.6,6.0,quantifier,stimul,30.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они все искупаются в крещенской проруби.,6.75,7.0,quantifier,stimul,4.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы двое победим на конкурсе чтецов.,5.25,5.0,quantifier,stimul,37.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из них отчитаются за выполненные задачи.,4.0,4.0,quantifier,stimul,43.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Трое из нас прилетит в разные аэропорты.,2.0,2.0,quantifier,stimul,8.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Двое из них победит на конкурсе чтецов.,2.9,3.0,quantifier,stimul,37.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Мы трое переедем в соседние страны.,5.75,6.0,quantifier,stimul,32.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Они пятеро женится в течение месяца.,1.9,2.0,quantifier,stimul,16.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из нас помогут с проведением экзаменов.,3.4444444444444446,3.0,quantifier,stimul,3.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они шестеро поступят в столичные вузы.,5.1,5.0,quantifier,stimul,17.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы все переоденемся в карнавальные костюмы.,7.0,7.0,quantifier,stimul,6.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы двое остановятся в дешёвых хостелах.,2.8,3.0,quantifier,stimul,7.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из нас искупаемся в крещенской проруби.,1.5555555555555556,2.0,quantifier,stimul,4.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Все из них поучаствуют в социальных опросах.,5.727272727272728,6.0,quantifier,stimul,48.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы пятеро присоединятся к поисковым отрядам.,3.1666666666666665,3.0,quantifier,stimul,28.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все прилетят в разные аэропорты.,1.3333333333333333,1.0,quantifier,stimul,8.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они четверо познакомятся с артистами спектакля.,5.4,5.0,quantifier,stimul,33.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Они двое остановится в дешёвых хостелах.,1.6666666666666667,2.0,quantifier,stimul,7.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Пятеро из них созвонится с поставщиками продуктов.,3.0,3.0,quantifier,stimul,10.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они все сядут за первые парты.,5.909090909090909,6.0,quantifier,stimul,39.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Двое часовых будут стоять у парадного входа.,5.9375,6.0,good,filler,,good,,,
Belova_2023_1,Мы все выступим на студенческих конференциях.,6.5,6.0,quantifier,stimul,21.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из них перезвонят по незнакомым номерам.,2.833333333333333,3.0,quantifier,stimul,22.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они трое опубликуются в научных журналах.,4.875,5.0,quantifier,stimul,2.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Четверо из них помогут с проведением экзаменов.,5.5,6.0,quantifier,stimul,3.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они семеро объявят о скорых отставках.,2.8181818181818183,3.0,quantifier,stimul,36.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Все из нас сядут за первые парты.,3.6666666666666665,4.0,quantifier,stimul,39.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из них свяжутся со свадебными фотографами.,5.090909090909091,5.0,quantifier,stimul,25.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы двое сыграют на акустической гитаре.,1.6,2.0,quantifier,stimul,13.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Семеро из нас позаботятся о нужных продуктах.,5.0,5.0,quantifier,stimul,30.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Пятеро из нас созвонимся с поставщиками продуктов.,3.0,3.0,quantifier,stimul,10.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Пятеро из них побеседует с очевидцами аварии.,4.8,5.0,quantifier,stimul,34.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Вы с Дашей не возмут билетам на этот концерт.,1.510204081632653,2.0,bad,filler,,bad,,,
Belova_2023_1,Семеро из нас позаботимся о нужных продуктах.,3.25,3.0,quantifier,stimul,30.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Четверо из них познакомятся с артистами спектакля.,6.75,7.0,quantifier,stimul,33.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Они четверо разберётся со сломанными телефонами.,1.2,1.0,quantifier,stimul,9.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Все из нас вмешаемся в важные переговоры.,1.6666666666666667,2.0,quantifier,stimul,29.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Только двое из вашей группы будут допущены к экзамену.,6.5,6.0,good,filler,,good,,,
Belova_2023_1,Все из нас побеседуем с очевидцами аварии.,2.3,2.0,quantifier,stimul,34.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Шестеро из нас приберутся в старых кладовках.,5.833333333333333,6.0,quantifier,stimul,47.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из нас порыбочат в лесных озёрах.,3.0,3.0,quantifier,stimul,31.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Семеро из нас запишутся в спортивные секции.,6.75,7.0,quantifier,stimul,12.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из них переночует в больших палатках.,5.5,6.0,quantifier,stimul,19.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Все из нас извинятся за допущенные ошибки.,3.6,4.0,quantifier,stimul,45.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они семеро переоденутся в карнавальные костюмы.,3.111111111111111,3.0,quantifier,stimul,6.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Все из нас подметём в учебных кабинетах.,1.25,1.0,quantifier,stimul,41.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы с Никитой досмотрят хороший сериал про пираты.,1.6979166666666667,2.0,bad,filler,,bad,,,
Belova_2023_1,Они семеро поучаствуют в социальных опросах.,3.4,3.0,quantifier,stimul,48.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Пятеро из нас женится в течение месяца.,2.5,2.0,quantifier,stimul,16.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Они двое придут на пятничную вечеринку.,4.75,5.0,quantifier,stimul,1.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы двое отчитаются за выполненные задачи.,2.333333333333333,2.0,quantifier,stimul,43.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они четверо отправятся в байдарочные походы.,5.2,5.0,quantifier,stimul,27.0,"they, nom, 3pl",they,nom,3pl
Belova_2023_1,Мы все победят на конкурсе чтецов.,3.25,3.0,quantifier,stimul,37.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Все из нас ответят за поломанные инструменты.,5.4,5.0,quantifier,stimul,35.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Семеро из них переоденется в карнавальные костюмы.,2.625,3.0,quantifier,stimul,6.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они все отправятся в байдарочные походы.,5.75,6.0,quantifier,stimul,27.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы трое покатаются на двугорбых верблюдах.,1.6,2.0,quantifier,stimul,26.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все подметём в учебных кабинетах.,5.727272727272728,6.0,quantifier,stimul,41.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из нас перезвоним по незнакомым номерам.,1.3333333333333333,1.0,quantifier,stimul,22.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Мы с Васей съездим на море в августе.,6.224489795918367,6.0,good,filler,,good,,,
Belova_2023_1,Мы четверо вернутся в гостиничные номера.,1.75,2.0,quantifier,stimul,15.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Они все уволятся с нынешних позиций.,4.666666666666667,5.0,quantifier,stimul,18.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы с Даней будем коллекционировать редкие монеты.,6.4375,6.0,good,filler,,good,,,
Belova_2023_1,Четверо из нас извинится за допущенные ошибки.,2.7777777777777777,3.0,quantifier,stimul,45.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Пятеро из них пойдут на курсы вождения.,5.333333333333333,5.0,quantifier,stimul,46.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все запишемся в спортивные секции.,6.2,6.0,quantifier,stimul,12.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Четверо из нас отправимся в байдарочные походы.,1.875,2.0,quantifier,stimul,27.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Шестеро из нас поступят в столичные вузы.,5.333333333333333,5.0,quantifier,stimul,17.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они семеро возьмётся за новые проекты.,2.8,3.0,quantifier,stimul,42.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Мы с Настей пойдём на рыбалку в воскресенье.,6.453608247422681,6.0,good,filler,,good,,,
Belova_2023_1,Трое из них покатаются на двугорбых верблюдах.,6.75,7.0,quantifier,stimul,26.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы с Егором внесёт аванс за квартирами.,1.6458333333333333,2.0,bad,filler,,bad,,,
Belova_2023_1,Двое из нас свяжется со свадебными фотографами.,2.75,3.0,quantifier,stimul,25.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Пятеро из нас пойдём на курсы вождения.,2.4,2.0,quantifier,stimul,46.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Двое из нас победим на конкурсе чтецов.,2.75,3.0,quantifier,stimul,37.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Вы с Димой подключитесь к уроку по видеосвязи.,6.010526315789473,6.0,good,filler,,good,,,
Belova_2023_1,Пятеро из нас пойдут на курсы вождения.,6.111111111111111,6.0,quantifier,stimul,46.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Трое из нас опубликуются в научных журналах.,6.25,6.0,quantifier,stimul,2.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из них отметятся на проходной завода.,4.5,4.0,quantifier,stimul,38.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все побеседуем с очевидцами аварии.,5.666666666666667,6.0,quantifier,stimul,34.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Пятеро из нас женятся в течение месяца.,4.333333333333333,4.0,quantifier,stimul,16.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из них запишутся в спортивные секции.,3.4,3.0,quantifier,stimul,12.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы шестеро справятся с заменой лампочек.,2.0,2.0,quantifier,stimul,11.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы шестеро справимся с заменой лампочек.,5.0,5.0,quantifier,stimul,11.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из них подметут в учебных кабинетах.,4.25,4.0,quantifier,stimul,41.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Все из нас пойдут на курсы вождения.,5.6,6.0,quantifier,stimul,46.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Двое из нас переночуют в больших палатках.,6.5,6.0,quantifier,stimul,19.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Мы шестеро ответят за поломанные инструменты.,1.6,2.0,quantifier,stimul,35.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Восемь клёнов будут посадят на этом аллее.,1.8541666666666667,2.0,bad,filler,,bad,,,
Belova_2023_1,Мы все ответят за поломанные инструменты.,2.333333333333333,2.0,quantifier,stimul,35.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Пятеро малышей сделают подарки для воспитательница.,2.1666666666666665,2.0,bad,filler,,bad,,,
Belova_2023_1,Семеро из нас поучаствует в социальных опросах.,4.666666666666667,5.0,quantifier,stimul,48.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Все из нас возьмёмся за новые проекты.,1.5,2.0,quantifier,stimul,42.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Трое из нас покатается на двугорбых верблюдах.,2.1875,2.0,quantifier,stimul,26.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Все из нас переедут в соседние страны.,3.625,4.0,quantifier,stimul,32.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Они все поступят в столичные вузы.,6.333333333333333,6.0,quantifier,stimul,17.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы все прикрепятся к новым поликлиникам.,2.1818181818181817,2.0,quantifier,stimul,40.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы пятеро женится в течение месяца.,1.3333333333333333,1.0,quantifier,stimul,16.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Семеро из нас отдохнут на южных курортах.,6.2,6.0,quantifier,stimul,24.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Пятеро из нас искупаются в крещенской проруби.,6.181818181818182,6.0,quantifier,stimul,4.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Пятеро из нас присоединится к поисковым отрядам.,4.4,4.0,quantifier,stimul,28.0,"we, elect, 3sg",we,elect,3sg
Belova_2023_1,Пятеро из них искупаются в крещенской проруби.,6.0,6.0,quantifier,stimul,4.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы все свяжемся со свадебными фотографами.,4.454545454545454,4.0,quantifier,stimul,25.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Мы двое свяжется со свадебными фотографами.,1.6666666666666667,2.0,quantifier,stimul,25.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы шестеро приедет на утренних поездах.,3.0,3.0,quantifier,stimul,5.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Двое из нас переночуем в больших палатках.,2.2222222222222223,2.0,quantifier,stimul,19.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Семеро из них уволится с нынешних позиций.,3.8181818181818175,4.0,quantifier,stimul,18.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Четверо из них разберётся со сломанными телефонами.,3.0,3.0,quantifier,stimul,9.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Они шестеро вмешается в важные переговоры.,2.5454545454545454,3.0,quantifier,stimul,29.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Они пятеро искупается в крещенской проруби.,1.2,1.0,quantifier,stimul,4.0,"they, nom, 3sg",they,nom,3sg
Belova_2023_1,Двое из нас отчитаемся за выполненные задачи.,2.25,2.0,quantifier,stimul,43.0,"we, elect, 1pl",we,elect,1pl
Belova_2023_1,Двое из нас остановятся в дешёвых хостелах.,6.1,6.0,quantifier,stimul,7.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Пятеро из них перезвонит по незнакомым номерам.,5.25,5.0,quantifier,stimul,22.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Шестеро из них подметёт в учебных кабинетах.,4.0,4.0,quantifier,stimul,41.0,"they, elect, 3sg",they,elect,3sg
Belova_2023_1,Семеро из них отдохнут на южных курортах.,6.5,6.0,quantifier,stimul,24.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Мы семеро уволится с нынешних позиций.,1.4,1.0,quantifier,stimul,18.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Они все согласятся на предложения конкурентов.,6.25,6.0,quantifier,stimul,14.0,"they, oni, 3pl",they,oni,3pl
Belova_2023_1,Мы пятеро созвонятся с поставщиками продуктов.,2.0,2.0,quantifier,stimul,10.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы все вмешаемся в важные переговоры.,3.25,3.0,quantifier,stimul,29.0,"we, nom, 1pl",we,nom,1pl
Belova_2023_1,Все из них покатаются на двугорбых верблюдах.,5.5,6.0,quantifier,stimul,26.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Четверо из нас извинятся за допущенные ошибки.,6.4,6.0,quantifier,stimul,45.0,"we, elect, 3pl",we,elect,3pl
Belova_2023_1,Все из них уволятся с нынешних позиций.,4.2,4.0,quantifier,stimul,18.0,"they, elect, 3pl",they,elect,3pl
Belova_2023_1,Вы с Пашей будете писать контрольную во вторник.,6.447916666666667,6.0,good,filler,,good,,,
Belova_2023_1,Мы все извинятся за допущенные ошибки.,1.375,1.0,quantifier,stimul,45.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы двое остановится в дешёвых хостелах.,1.8888888888888888,2.0,quantifier,stimul,7.0,"we, nom, 3sg",we,nom,3sg
Belova_2023_1,Мы двое придут на пятничную вечеринку.,1.8,2.0,quantifier,stimul,1.0,"we, nom, 3pl",we,nom,3pl
Belova_2023_1,Мы шестеро вмешаются в важные переговоры.,2.75,3.0,quantifier,stimul,29.0,"we, nom, 3pl",we,nom,3pl
