sentence,response,group,filler_type,type,sentence_id,lexicalization,condition,quant,strategy,pronoun,verb,author,response_round
Мы четверо вернутся в гостиничные номера.,1.75,D,,stimul,231,15.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,2.0
Мы четверо вернёмся в гостиничные номера.,5.5,C,,stimul,230,15.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,6.0
Мы четверо вернётся в гостиничные номера.,2.4545454545454546,E,,stimul,232,15.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо выступим на студенческих конференциях.,5.5,I,,stimul,326,21.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,6.0
Мы четверо выступит на студенческих конференциях.,1.5454545454545454,K,,stimul,328,21.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо выступят на студенческих конференциях.,1.75,J,,stimul,327,21.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,2.0
Мы четверо извинимся за допущенные ошибки.,4.5,A,,stimul,710,45.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,4.0
Мы четверо извинится за допущенные ошибки.,1.75,C,,stimul,712,45.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо извинятся за допущенные ошибки.,2.6,B,,stimul,711,45.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,3.0
Мы четверо отправимся в байдарочные походы.,4.5,O,,stimul,422,27.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,4.0
Мы четверо отправится в байдарочные походы.,2.5,A,,stimul,424,27.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо отправятся в байдарочные походы.,2.0,P,,stimul,423,27.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,2.0
Мы четверо познакомимся с артистами спектакля.,4.727272727272728,E,,stimul,518,33.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,5.0
Мы четверо познакомится с артистами спектакля.,1.8,G,,stimul,520,33.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо познакомятся с артистами спектакля.,1.3333333333333333,F,,stimul,519,33.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,1.0
Мы четверо помогут с проведением экзаменов.,3.5,I,,stimul,39,3.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,4.0
Мы четверо поможем с проведением экзаменов.,5.888888888888889,H,,stimul,38,3.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,6.0
Мы четверо поможет с проведением экзаменов.,2.375,J,,stimul,40,3.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо разберемся со сломанными телефонами.,2.888888888888889,N,,stimul,134,9.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,3.0
Мы четверо разберутся со сломанными телефонами.,1.6666666666666667,O,,stimul,135,9.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,2.0
Мы четверо разберётся со сломанными телефонами.,2.0,P,,stimul,136,9.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо сядем за первые парты.,4.636363636363637,K,,stimul,614,39.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,5.0
Мы четверо сядет за первые парты.,1.75,M,,stimul,616,39.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы четверо сядут за первые парты.,3.0,L,,stimul,615,39.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,3.0
Мы шестеро вмешаемся в важные переговоры.,3.8333333333333335,A,,stimul,454,29.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,4.0
Мы шестеро вмешается в важные переговоры.,1.25,C,,stimul,456,29.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,1.0
Мы шестеро вмешаются в важные переговоры.,2.75,B,,stimul,455,29.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,3.0
Мы шестеро ответим за поломанные инструменты.,3.2,G,,stimul,550,35.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,3.0
Мы шестеро ответит за поломанные инструменты.,2.75,I,,stimul,552,35.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,3.0
Мы шестеро ответят за поломанные инструменты.,1.6,H,,stimul,551,35.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,2.0
Мы шестеро подметут в учебных кабинетах.,1.2222222222222223,N,,stimul,647,41.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,1.0
Мы шестеро подметём в учебных кабинетах.,3.5,M,,stimul,646,41.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,4.0
Мы шестеро подметёт в учебных кабинетах.,1.0,O,,stimul,648,41.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,1.0
Мы шестеро поступим в столичные вузы.,5.0,E,,stimul,262,17.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,5.0
Мы шестеро поступит в столичные вузы.,2.0,G,,stimul,264,17.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы шестеро поступят в столичные вузы.,1.3333333333333333,F,,stimul,263,17.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,1.0
Мы шестеро приберутся в старых кладовках.,1.25,D,,stimul,743,47.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,1.0
Мы шестеро приберёмся в старых кладовках.,5.5,C,,stimul,742,47.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,6.0
Мы шестеро приберётся в старых кладовках.,3.0,E,,stimul,744,47.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,3.0
Мы шестеро приедем на утренних поездах.,4.5,J,,stimul,70,5.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,4.0
Мы шестеро приедет на утренних поездах.,3.0,L,,stimul,72,5.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,3.0
Мы шестеро приедут на утренних поездах.,1.9090909090909087,K,,stimul,71,5.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,2.0
Мы шестеро рассчитаемся с кредитными долгами.,3.5454545454545454,K,,stimul,358,23.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,4.0
Мы шестеро рассчитается с кредитными долгами.,1.2,M,,stimul,360,23.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,1.0
Мы шестеро рассчитаются с кредитными долгами.,3.25,L,,stimul,359,23.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,3.0
Мы шестеро справимся с заменой лампочек.,5.0,O,,stimul,166,11.0,"we, nom, 1pl",dvoje,nom,we,1pl,Belova_2023_1,5.0
Мы шестеро справится с заменой лампочек.,2.0,A,,stimul,168,11.0,"we, nom, 3sg",dvoje,nom,we,3sg,Belova_2023_1,2.0
Мы шестеро справятся с заменой лампочек.,2.0,P,,stimul,167,11.0,"we, nom, 3pl",dvoje,nom,we,3pl,Belova_2023_1,2.0
Они все вернутся в гостиничные номера.,6.2,M,,stimul,240,15.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все вложатся в перспективные акции.,5.875,J,,stimul,704,44.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все вмешаются в важные переговоры.,4.909090909090909,K,,stimul,464,29.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все возьмутся за новые проекты.,6.2,H,,stimul,672,42.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все выступят на студенческих конференциях.,6.75,C,,stimul,336,21.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,7.0
Они все женятся в течение месяца.,4.888888888888889,N,,stimul,256,16.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все запишутся в спортивные секции.,6.25,J,,stimul,192,12.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все извинятся за допущенные ошибки.,5.727272727272728,K,,stimul,720,45.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все искупаются в крещенской проруби.,6.75,C,,stimul,64,4.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,7.0
Они все объявят о скорых отставках.,6.0,B,,stimul,576,36.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все опубликуются в научных журналах.,4.6,A,,stimul,32,2.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все остановятся в дешёвых хостелах.,5.5,F,,stimul,112,7.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все ответят за поломанные инструменты.,5.666666666666667,A,,stimul,560,35.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все отдохнут на южных курортах.,5.0,F,,stimul,384,24.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все отметятся на проходной завода.,5.25,D,,stimul,608,38.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все отправятся в байдарочные походы.,5.75,I,,stimul,432,27.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все отчитаются за выполненные задачи.,5.0,I,,stimul,688,43.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все переедут в соседние страны.,5.75,N,,stimul,512,32.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все перезвонят по незнакомым номерам.,6.0,D,,stimul,352,22.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все переночуют в больших палатках.,6.166666666666667,A,,stimul,304,19.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все переоденутся в карнавальные костюмы.,6.636363636363637,E,,stimul,96,6.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,7.0
Они все победят на конкурсе чтецов.,7.0,C,,stimul,592,37.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,7.0
Они все побеседуют с очевидцами аварии.,5.333333333333333,P,,stimul,544,34.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все подметут в учебных кабинетах.,3.0,G,,stimul,656,41.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,3.0
Они все позаботятся о нужных продуктах.,5.0,L,,stimul,480,30.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все пойдут на курсы вождения.,6.75,L,,stimul,736,46.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,7.0
Они все покатаются на двугорбых верблюдах.,5.2,H,,stimul,416,26.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все помогут с проведением экзаменов.,6.2,B,,stimul,48,3.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все понакомятся с артистами спектакля.,3.8333333333333335,O,,stimul,528,33.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,4.0
Они все порыбачат в лесных озёрах.,5.8,M,,stimul,496,31.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все поступят в столичные вузы.,6.333333333333333,O,,stimul,272,17.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все поучаствуют в социальных опросах.,6.333333333333333,N,,stimul,768,48.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все приберутся в старых кладовках.,4.6,M,,stimul,752,47.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все придут на пятничную вечеринку.,5.666666666666667,P,,stimul,16,1.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все приедут на утренних поездах.,6.5,D,,stimul,80,5.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все прикрепятся к новым поликлиникам.,6.0,F,,stimul,640,40.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все прилетят в разные аэропорты.,5.0,G,,stimul,128,8.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все присоединятся к поисковым отрядам.,6.5,J,,stimul,448,28.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все разберутся со сломанными телефонами.,5.5,H,,stimul,144,9.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все рассчитаются с кредитными долгами.,5.8,E,,stimul,368,23.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все свяжутся со свадебными фотографами.,4.8,G,,stimul,400,25.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все согласятся на предложения конкурентов.,6.25,L,,stimul,224,14.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все созвонятся с поставщиками продуктов.,5.666666666666667,H,,stimul,160,10.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все справятся с заменой лампочек.,5.0,I,,stimul,176,11.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все съездят в отдалённые деревни.,5.4,B,,stimul,320,20.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все сыграют на акустической гитаре.,5.4,K,,stimul,208,13.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они все сядут за первые парты.,5.909090909090909,E,,stimul,624,39.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,6.0
Они все уволятся с нынешних позиций.,4.666666666666667,P,,stimul,288,18.0,"they, oni, 3pl",vse,oni,they,3pl,Belova_2023_1,5.0
Они двое остановится в дешёвых хостелах.,1.6666666666666667,P,,stimul,106,7.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они двое остановятся в дешёвых хостелах.,4.166666666666667,O,,stimul,105,7.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они двое отчитается за выполненные задачи.,1.75,C,,stimul,682,43.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они двое отчитаются за выполненные задачи.,5.6,B,,stimul,681,43.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,6.0
Они двое переночует в больших палатках.,2.090909090909091,K,,stimul,298,19.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они двое переночуют в больших палатках.,4.125,J,,stimul,297,19.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они двое победит на конкурсе чтецов.,2.6,M,,stimul,586,37.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они двое победят на конкурсе чтецов.,6.5,L,,stimul,585,37.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,6.0
Они двое порыбачат в лесных озёрах.,5.5,F,,stimul,489,31.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,6.0
Они двое порыбачит в лесных озёрах.,1.2,G,,stimul,490,31.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
Они двое придут на пятничную вечеринку.,4.75,I,,stimul,9,1.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они двое придёт на пятничную вечеринку.,1.75,J,,stimul,10,1.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они двое свяжется со свадебными фотографами.,2.1666666666666665,A,,stimul,394,25.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они двое свяжутся со свадебными фотографами.,4.666666666666667,P,,stimul,393,25.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они двое сыграет на акустической гитаре.,2.0,E,,stimul,202,13.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они двое сыграют на акустической гитаре.,4.0,D,,stimul,201,13.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они пятеро женится в течение месяца.,1.9,H,,stimul,250,16.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они пятеро женятся в течение месяца.,2.8,G,,stimul,249,16.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они пятеро искупается в крещенской проруби.,1.2,M,,stimul,58,4.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
Они пятеро искупаются в крещенской проруби.,4.0,L,,stimul,57,4.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они пятеро перезвонит по незнакомым номерам.,1.5555555555555556,N,,stimul,346,22.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они пятеро перезвонят по незнакомым номерам.,3.4,M,,stimul,345,22.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они пятеро побеседует с очевидцами аварии.,2.625,J,,stimul,538,34.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они пятеро побеседуют с очевидцами аварии.,4.0,I,,stimul,537,34.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они пятеро пойдут на курсы вождения.,5.181818181818182,E,,stimul,729,46.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они пятеро пойдёт на курсы вождения.,1.6666666666666667,F,,stimul,730,46.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они пятеро прикрепится к новым поликлиникам.,2.333333333333333,P,,stimul,634,40.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они пятеро прикрепятся к новым поликлиникам.,3.1666666666666665,O,,stimul,633,40.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они пятеро присоединится к поисковым отрядам.,2.0,D,,stimul,442,28.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они пятеро присоединятся к поисковым отрядам.,4.25,C,,stimul,441,28.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они пятеро созвонится с поставщиками продуктов.,1.6,B,,stimul,154,10.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они пятеро созвонятся с поставщиками продуктов.,3.8333333333333335,A,,stimul,153,10.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они семеро возьмутся за новые проекты.,3.6666666666666665,A,,stimul,665,42.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они семеро возьмётся за новые проекты.,2.8,B,,stimul,666,42.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они семеро запишется в спортивные секции.,1.25,D,,stimul,186,12.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
Они семеро запишутся в спортивные секции.,2.75,C,,stimul,185,12.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они семеро объявит о скорых отставках.,3.5,L,,stimul,570,36.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,4.0
Они семеро объявят о скорых отставках.,2.8181818181818183,K,,stimul,569,36.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они семеро отдохнут на южных курортах.,2.6666666666666665,O,,stimul,377,24.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они семеро отдохнёт на южных курортах.,1.3333333333333333,P,,stimul,378,24.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
Они семеро переоденется в карнавальные костюмы.,2.0,O,,stimul,90,6.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они семеро переоденутся в карнавальные костюмы.,3.111111111111111,N,,stimul,89,6.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они семеро позаботится о нужных продуктах.,1.6666666666666667,F,,stimul,474,30.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они семеро позаботятся о нужных продуктах.,3.909090909090909,E,,stimul,473,30.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они семеро поучаствует в социальных опросах.,3.3,H,,stimul,762,48.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они семеро поучаствуют в социальных опросах.,3.4,G,,stimul,761,48.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они семеро уволится с нынешних позиций.,2.625,J,,stimul,282,18.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они семеро уволятся с нынешних позиций.,3.25,I,,stimul,281,18.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они трое вложатся в перспективные акции.,6.75,C,,stimul,697,44.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,7.0
Они трое вложится в перспективные акции.,1.25,D,,stimul,698,44.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
Они трое опубликуется в научных журналах.,2.272727272727273,K,,stimul,26,2.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они трое опубликуются в научных журналах.,4.875,J,,stimul,25,2.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они трое отметится на проходной завода.,2.2222222222222223,N,,stimul,602,38.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они трое отметятся на проходной завода.,3.4,M,,stimul,601,38.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они трое переедет в соседние страны.,1.5,H,,stimul,506,32.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они трое переедут в соседние страны.,3.8,G,,stimul,505,32.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они трое покатается на двугорбых верблюдах.,2.6,B,,stimul,410,26.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они трое покатаются на двугорбых верблюдах.,4.0,A,,stimul,409,26.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они трое прилетит в разные аэропорты.,1.8,A,,stimul,122,8.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они трое прилетят в разные аэропорты.,4.333333333333333,P,,stimul,121,8.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они трое согласится на предложения конкурентов.,2.0,F,,stimul,218,14.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они трое согласятся на предложения конкурентов.,4.2727272727272725,E,,stimul,217,14.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они трое съездит в отдалённые деревни.,1.5,L,,stimul,314,20.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они трое съездят в отдалённые деревни.,2.090909090909091,K,,stimul,313,20.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,2.0
Они четверо вернутся в гостиничные номера.,5.0,F,,stimul,233,15.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они четверо вернётся в гостиничные номера.,1.2,G,,stimul,234,15.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
Они четверо выступит на студенческих конференциях.,2.2,M,,stimul,330,21.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они четверо выступят на студенческих конференциях.,6.5,L,,stimul,329,21.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,6.0
Они четверо извинится за допущенные ошибки.,2.0,E,,stimul,714,45.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они четверо извинятся за допущенные ошибки.,4.75,D,,stimul,713,45.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они четверо отправится в байдарочные походы.,2.5,C,,stimul,426,27.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они четверо отправятся в байдарочные походы.,5.2,B,,stimul,425,27.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они четверо познакомится с артистами спектакля.,2.75,I,,stimul,522,33.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они четверо познакомятся с артистами спектакля.,5.4,H,,stimul,521,33.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они четверо помогут с проведением экзаменов.,3.363636363636364,K,,stimul,41,3.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они четверо поможет с проведением экзаменов.,3.75,L,,stimul,42,3.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,4.0
Они четверо разберутся со сломанными телефонами.,3.6666666666666665,A,,stimul,137,9.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они четверо разберётся со сломанными телефонами.,1.2,B,,stimul,138,9.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
Они четверо сядет за первые парты.,1.5,O,,stimul,618,39.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они четверо сядут за первые парты.,3.111111111111111,N,,stimul,617,39.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они шестеро вмешается в важные переговоры.,2.5454545454545454,E,,stimul,458,29.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они шестеро вмешаются в важные переговоры.,6.0,D,,stimul,457,29.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,6.0
Они шестеро ответит за поломанные инструменты.,2.1818181818181817,K,,stimul,554,35.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они шестеро ответят за поломанные инструменты.,3.5,J,,stimul,553,35.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,4.0
Они шестеро подметут в учебных кабинетах.,3.333333333333333,P,,stimul,649,41.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,3.0
Они шестеро подметёт в учебных кабинетах.,1.5,A,,stimul,650,41.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,2.0
Они шестеро поступит в столичные вузы.,4.0,I,,stimul,266,17.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,4.0
Они шестеро поступят в столичные вузы.,5.1,H,,stimul,265,17.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,5.0
Они шестеро приберутся в старых кладовках.,5.666666666666667,F,,stimul,745,47.0,"they, nom, 3pl",dvoje,nom,they,3pl,Belova_2023_1,6.0
Они шестеро приберётся в старых кладовках.,2.8,G,,stimul,746,47.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,3.0
Они шестеро приедет на утренних поездах.,1.2222222222222223,N,,stimul,74,5.0,"they, nom, 3sg",dvoje,nom,they,3sg,Belova_2023_1,1.0
