experiment,sentence,response,response_round,subtype,type,lexicalization,sentence_id,conjuncts,agreement,conjunction,order
Davidjuk_2023,Кирилл или я прополют эту капустную грядку.,3.555555555555556,4.0,coordination,stimul,10,76,noun_I,3pl,or,SV
Davidjuk_2023,Юра или я устрою этот детский праздник.,4.3,4.0,coordination,stimul,12,89,noun_I,1sg,or,SV
Davidjuk_2023,Петя и я нарисуют подробную схему.,3.9,4.0,coordination,stimul,1,4,noun_I,3pl,and,SV
Davidjuk_2023,"И Гена, и я продолжим заочное обучение.",4.9,5.0,coordination,stimul,15,118,noun_I,1pl,and_and,SV
Davidjuk_2023,"И Олег, и я уточним необходимую информацию.",3.2222222222222223,3.0,coordination,stimul,14,110,noun_I,1pl,and_and,SV
Davidjuk_2023,Я и Юра устроим детский праздник.,6.0,6.0,coordination,stimul,26,202,I_noun,1pl,and,SV
Davidjuk_2023,Я и Вова спою весёлую песню.,2.2,2.0,coordination,stimul,7,49,I_noun,1sg,and,SV
Davidjuk_2023,"И Максим, и я сделаем домашнее задание.",4.0,4.0,coordination,stimul,3,22,noun_I,1pl,and_and,SV
Davidjuk_2023,Я и Кирилл прополю капустную грядку.,3.2,3.0,coordination,stimul,24,185,I_noun,1sg,and,SV
Davidjuk_2023,Гена и я продолжат заочное обучение.,3.5,4.0,coordination,stimul,15,116,noun_I,3pl,and,SV
Davidjuk_2023,"И Вася, и я посмотрю документальный фильм.",2.7,3.0,coordination,stimul,2,13,noun_I,1sg,and_and,SV
Davidjuk_2023,"И я, и Данила найду верный ответ.",2.8,3.0,coordination,stimul,20,157,I_noun,1sg,and_and,SV
Davidjuk_2023,"Или Костя, или я расскажу эту интересную историю.",5.2,5.0,coordination,stimul,8,61,noun_I,1sg,or_or,SV
Davidjuk_2023,"Или Миша, или я исправим эту случайную ошибку.",5.0,5.0,coordination,stimul,31,246,noun_I,1pl,or_or,SV
Davidjuk_2023,"Или я, или Костя расскажем эту интересную историю.",4.666666666666667,5.0,coordination,stimul,8,63,I_noun,3sg,or_or,SV
Davidjuk_2023,Кирилл и я прополю капустную грядку.,3.8,4.0,coordination,stimul,24,185,noun_I,1sg,and,SV
Davidjuk_2023,Вася и я посмотрю документальный фильм.,1.6,2.0,coordination,stimul,2,9,noun_I,1sg,and,SV
Davidjuk_2023,"Или Лёва, или я произнесу эту торжественную речь.",3.7,4.0,coordination,stimul,30,237,noun_I,1sg,or_or,SV
Davidjuk_2023,"И Андрей, и я увижу кукольный спектакль.",3.4,3.0,coordination,stimul,4,29,noun_I,1sg,and_and,SV
Davidjuk_2023,Лёва или я произнесём эту торжественную речь.,5.111111111111111,5.0,coordination,stimul,30,234,noun_I,1pl,or,SV
Davidjuk_2023,"Или Паша, или я посетим этот научный семинар.",4.2,4.0,coordination,stimul,16,126,noun_I,1pl,or_or,SV
Davidjuk_2023,"Или я, или Илья выполнит это срочное задание.",4.6,5.0,coordination,stimul,7,55,I_noun,3sg,or_or,SV
Davidjuk_2023,"И я, и Дима послушает праздничный концерт.",2.1,2.0,coordination,stimul,17,135,I_noun,3sg,and_and,SV
Davidjuk_2023,"Или Вадим, или я соберём этот нужный материал.",3.636363636363636,4.0,coordination,stimul,9,70,noun_I,1pl,or_or,SV
Davidjuk_2023,Я или Боря закончат эту шахматную партию.,3.0,3.0,coordination,stimul,27,212,I_noun,3pl,or,SV
Davidjuk_2023,Максим и я сделаю домашнее задание.,3.1,3.0,coordination,stimul,3,17,noun_I,1sg,and,SV
Davidjuk_2023,Стёпа или я исполню эту оперную арию.,4.4,4.0,coordination,stimul,4,25,noun_I,1sg,or,SV
Davidjuk_2023,Я и Никита внесёт небольшой аванс.,2.888888888888889,3.0,coordination,stimul,31,243,I_noun,3sg,and,SV
Davidjuk_2023,Я и Дима послушают праздничный концерт.,3.6,4.0,coordination,stimul,17,132,I_noun,3pl,and,SV
Davidjuk_2023,Андрей и Федя поймаем крупную рыбу.,2.4713375796178343,2.0,bad,filler,33,273,,,,
Davidjuk_2023,"Или Вова, или Серёжа примем это непростое решение.",3.062111801242236,3.0,bad,filler,33,280,,,,
Davidjuk_2023,"И я, и Олег уточню необходимую информацию.",2.1,2.0,coordination,stimul,14,109,I_noun,1sg,and_and,SV
Davidjuk_2023,"И я, и Юра устроим детский праздник.",5.3,5.0,coordination,stimul,26,206,I_noun,1pl,and_and,SV
Davidjuk_2023,"И я, и Егор прочитаю вводную лекцию.",1.8,2.0,coordination,stimul,18,141,I_noun,1sg,and_and,SV
Davidjuk_2023,Я и Максим прогуляет последний урок.,2.555555555555556,3.0,coordination,stimul,32,251,I_noun,3sg,and,SV
Davidjuk_2023,Я и Костя расскажут интересную историю.,3.125,3.0,coordination,stimul,22,172,I_noun,3pl,and,SV
Davidjuk_2023,Я и Паша посетит исторический музей.,2.111111111111111,2.0,coordination,stimul,11,83,I_noun,3sg,and,SV
Davidjuk_2023,Петя и я нарисуем подробную схему.,6.4,6.0,coordination,stimul,1,2,noun_I,1pl,and,SV
Davidjuk_2023,"Или я, или Никита внесём этот небольшой аванс.",4.5,4.0,coordination,stimul,14,110,I_noun,1pl,or_or,SV
Davidjuk_2023,Я или Петя поднимет этот важный вопрос.,4.4,4.0,coordination,stimul,15,115,I_noun,3sg,or,SV
Davidjuk_2023,"Яша подготовит и статью, и доклад.",5.835443037974684,6.0,good,filler,33,266,,,,
Davidjuk_2023,"И Данила, и я найдут верный ответ.",2.4,2.0,coordination,stimul,20,160,noun_I,3pl,and_and,SV
Davidjuk_2023,"Или Игорь, или я совершу это далёкое путешествие.",3.4,3.0,coordination,stimul,13,101,noun_I,1sg,or_or,SV
Davidjuk_2023,Егор и я прочитают вводную лекцию.,3.8,4.0,coordination,stimul,18,140,noun_I,3pl,and,SV
Davidjuk_2023,"Или Юра, или я устроят этот детский праздник.",3.6666666666666665,4.0,coordination,stimul,12,96,noun_I,3pl,or_or,SV
Davidjuk_2023,"Или я, или Ваня отправят это заказное письмо.",3.7777777777777777,4.0,coordination,stimul,18,144,I_noun,3pl,or_or,SV
Davidjuk_2023,Я или Костя расскажут эту интересную историю.,3.9,4.0,coordination,stimul,8,60,I_noun,3pl,or,SV
Davidjuk_2023,Я или Никита внесу этот небольшой аванс.,2.333333333333333,2.0,coordination,stimul,14,105,I_noun,1sg,or,SV
Davidjuk_2023,Гоша или я начнём этот непростой разговор.,4.4,4.0,coordination,stimul,28,218,noun_I,1pl,or,SV
Davidjuk_2023,Я или Саша отнесём это тяжёлое ведро.,4.7,5.0,coordination,stimul,32,250,I_noun,1pl,or,SV
Davidjuk_2023,"И Дима, и я послушаю праздничный концерт.",4.3,4.0,coordination,stimul,17,133,noun_I,1sg,and_and,SV
Davidjuk_2023,"И я, и Паша посетит исторический музей.",3.0,3.0,coordination,stimul,11,87,I_noun,3sg,and_and,SV
Davidjuk_2023,"Или я, или Ваня отправим это заказное письмо.",3.1,3.0,coordination,stimul,18,142,I_noun,1pl,or_or,SV
Davidjuk_2023,"И я, и Ваня возьму краткосрочный отпуск.",2.1,2.0,coordination,stimul,6,45,I_noun,1sg,and_and,SV
Davidjuk_2023,Федя или я выиграем этот теннисный турнир.,5.2,5.0,coordination,stimul,26,202,noun_I,1pl,or,SV
Davidjuk_2023,"И Федя, и я разработаю детальный план.",2.6,3.0,coordination,stimul,27,213,noun_I,1sg,and_and,SV
Davidjuk_2023,Вова или я споём эту весёлую песню.,4.4,4.0,coordination,stimul,3,18,noun_I,1pl,or,SV
Davidjuk_2023,"И я, и Володя приобретут ценный опыт.",3.0,3.0,coordination,stimul,16,128,I_noun,3pl,and_and,SV
Davidjuk_2023,"И Андрей, и я увидит кукольный спектакль.",1.5,2.0,coordination,stimul,4,31,noun_I,3sg,and_and,SV
Davidjuk_2023,"И я, и Гриша сыграю шахматную партию.",2.333333333333333,2.0,coordination,stimul,29,229,I_noun,1sg,and_and,SV
Davidjuk_2023,Максим или я приобретём этот старинный дом.,5.3,5.0,coordination,stimul,22,170,noun_I,1pl,or,SV
Davidjuk_2023,"И я, и Кирилл прополем капустную грядку.",4.5,4.0,coordination,stimul,24,190,I_noun,1pl,and_and,SV
Davidjuk_2023,"И Ваня, и я возьмём краткосрочный отпуск.",3.7,4.0,coordination,stimul,6,46,noun_I,1pl,and_and,SV
Davidjuk_2023,"Или я, или Вова споёт эту весёлую песню.",4.3,4.0,coordination,stimul,3,23,I_noun,3sg,or_or,SV
Davidjuk_2023,Кирилл или я прополю эту капустную грядку.,4.1,4.0,coordination,stimul,10,73,noun_I,1sg,or,SV
Davidjuk_2023,Я и Максим сделает домашнее задание.,2.4,2.0,coordination,stimul,3,19,I_noun,3sg,and,SV
Davidjuk_2023,"И Боря, и я подготовит промежуточный отчёт.",2.2,2.0,coordination,stimul,21,167,noun_I,3sg,and_and,SV
Davidjuk_2023,"И я, и Максим прогуляем последний урок.",4.7,5.0,coordination,stimul,32,254,I_noun,1pl,and_and,SV
Davidjuk_2023,Петя или я подниму этот важный вопрос.,3.0,3.0,coordination,stimul,15,113,noun_I,1sg,or,SV
Davidjuk_2023,"И Гена, и я продолжит заочное обучение.",2.6,3.0,coordination,stimul,15,119,noun_I,3sg,and_and,SV
Davidjuk_2023,Вадим или я соберут этот нужный материал.,2.7,3.0,coordination,stimul,9,68,noun_I,3pl,or,SV
Davidjuk_2023,"Или я, или Юра устрою этот детский праздник.",2.2,2.0,coordination,stimul,12,93,I_noun,1sg,or_or,SV
Davidjuk_2023,"И Илья, и я выполню срочное поручение.",1.9,2.0,coordination,stimul,19,149,noun_I,1sg,and_and,SV
Davidjuk_2023,Яша или я закажут этот дорогой десерт.,2.6666666666666665,3.0,coordination,stimul,24,188,noun_I,3pl,or,SV
Davidjuk_2023,Никита и я попросят дополнительный отгул.,3.6,4.0,coordination,stimul,10,76,noun_I,3pl,and,SV
Davidjuk_2023,"Или Гоша, или я начнём этот непростой разговор.",4.6,5.0,coordination,stimul,28,222,noun_I,1pl,or_or,SV
Davidjuk_2023,"Или я, или Саша отнесём это тяжёлое ведро.",4.8,5.0,coordination,stimul,32,254,I_noun,1pl,or_or,SV
Davidjuk_2023,"И Гриша, и я сыграю шахматную партию.",2.6,3.0,coordination,stimul,29,229,noun_I,1sg,and_and,SV
Davidjuk_2023,"Или я, или Илья выполним это срочное задание.",5.6,6.0,coordination,stimul,7,54,I_noun,1pl,or_or,SV
Davidjuk_2023,"И Вадим, и я соберём нужный материал.",4.8,5.0,coordination,stimul,23,182,noun_I,1pl,and_and,SV
Davidjuk_2023,"И Данила, и я найдём верный ответ.",6.1,6.0,coordination,stimul,20,158,noun_I,1pl,and_and,SV
Davidjuk_2023,Андрей или я увидит этот кукольный спектакль.,3.0,3.0,coordination,stimul,2,11,noun_I,3sg,or,SV
Davidjuk_2023,Никита или я внесём этот небольшой аванс.,4.4,4.0,coordination,stimul,14,106,noun_I,1pl,or,SV
Davidjuk_2023,"Или я, или Егор прочитает эту вводную лекцию.",5.0,5.0,coordination,stimul,6,47,I_noun,3sg,or_or,SV
Davidjuk_2023,"Или Никита, или я побелю этот высокий потолок.",3.5,4.0,coordination,stimul,20,157,noun_I,1sg,or_or,SV
Davidjuk_2023,Володя и я приобрету ценный опыт.,3.0,3.0,coordination,stimul,16,121,noun_I,1sg,and,SV
Davidjuk_2023,Слава или я купит эту известную картину.,2.8,3.0,coordination,stimul,19,147,noun_I,3sg,or,SV
Davidjuk_2023,"И Паша, и я посетят исторический музей.",2.6,3.0,coordination,stimul,11,88,noun_I,3pl,and_and,SV
Davidjuk_2023,"И Максим, и я сделаю домашнее задание.",1.8,2.0,coordination,stimul,3,21,noun_I,1sg,and_and,SV
Davidjuk_2023,Я и Влад покажем короткую дорогу.,5.1,5.0,coordination,stimul,13,98,I_noun,1pl,and,SV
Davidjuk_2023,"И Андрей, и я увидят кукольный спектакль.",2.1,2.0,coordination,stimul,4,32,noun_I,3pl,and_and,SV
Davidjuk_2023,"Или я, или Лёва решат эту сложную задачу.",4.3,4.0,coordination,stimul,11,88,I_noun,3pl,or_or,SV
Davidjuk_2023,Олег или я подпишу это деловое соглашение.,2.9,3.0,coordination,stimul,17,129,noun_I,1sg,or,SV
Davidjuk_2023,"И Егор, и я прочитаю вводную лекцию.",2.5,2.0,coordination,stimul,18,141,noun_I,1sg,and_and,SV
Davidjuk_2023,Вася и я посмотрим документальный фильм.,5.111111111111111,5.0,coordination,stimul,2,10,noun_I,1pl,and,SV
Davidjuk_2023,Денис и я пропустит финальный матч.,3.0,3.0,coordination,stimul,12,91,noun_I,3sg,and,SV
Davidjuk_2023,Я или Стёпа исполнит эту оперную арию.,2.8,3.0,coordination,stimul,4,27,I_noun,3sg,or,SV
Davidjuk_2023,"Или я, или Боря закончат эту шахматную партию.",2.5,2.0,coordination,stimul,27,216,I_noun,3pl,or_or,SV
Davidjuk_2023,Федя или я выиграет этот теннисный турнир.,3.7,4.0,coordination,stimul,26,203,noun_I,3sg,or,SV
Davidjuk_2023,"Или Миша, или я исправлю эту случайную ошибку.",3.9,4.0,coordination,stimul,31,245,noun_I,1sg,or_or,SV
Davidjuk_2023,"Или Лёва, или я произнесёт эту торжественную речь.",3.7,4.0,coordination,stimul,30,239,noun_I,3sg,or_or,SV
Davidjuk_2023,Вадим и я соберут нужный материал.,1.8,2.0,coordination,stimul,23,180,noun_I,3pl,and,SV
Davidjuk_2023,"Или я, или Ваня отправит это заказное письмо.",4.1,4.0,coordination,stimul,18,143,I_noun,3sg,or_or,SV
Davidjuk_2023,"Или я, или Гена раскроем это подлое преступление.",5.7,6.0,coordination,stimul,23,182,I_noun,1pl,or_or,SV
Davidjuk_2023,"Или я, или Никита внесут этот небольшой аванс.",3.9,4.0,coordination,stimul,14,112,I_noun,3pl,or_or,SV
Davidjuk_2023,Федя выразит всеобщие недовольство.,3.961783439490446,4.0,bad,filler,33,281,,,,
Davidjuk_2023,"И я, и Петя нарисуем подробную схему.",5.2,5.0,coordination,stimul,1,6,I_noun,1pl,and_and,SV
Davidjuk_2023,Паша и я посетит исторический музей.,2.6,3.0,coordination,stimul,11,83,noun_I,3sg,and,SV
Davidjuk_2023,"И я, и Юра устроит детский праздник.",2.4,2.0,coordination,stimul,26,207,I_noun,3sg,and_and,SV
Davidjuk_2023,"Или Илья, или я выполнят это срочное задание.",2.272727272727273,2.0,coordination,stimul,7,56,noun_I,3pl,or_or,SV
Davidjuk_2023,"И я, и Андрей увидят кукольный спектакль.",2.555555555555556,3.0,coordination,stimul,4,32,I_noun,3pl,and_and,SV
Davidjuk_2023,"Или я, или Никита побелят этот высокий потолок.",2.888888888888889,3.0,coordination,stimul,20,160,I_noun,3pl,or_or,SV
Davidjuk_2023,Я или Максим приобретут этот старинный дом.,4.5,4.0,coordination,stimul,22,172,I_noun,3pl,or,SV
Davidjuk_2023,"Или Егор, или я прочитает эту вводную лекцию.",3.6666666666666665,4.0,coordination,stimul,6,47,noun_I,3sg,or_or,SV
Davidjuk_2023,Игорь или я совершим это далёкое путешествие.,3.5454545454545454,4.0,coordination,stimul,13,98,noun_I,1pl,or,SV
Davidjuk_2023,"И Денис, и я пропустит финальный матч.",2.1,2.0,coordination,stimul,12,95,noun_I,3sg,and_and,SV
Davidjuk_2023,Боря и я подготовят промежуточный отчёт.,3.2,3.0,coordination,stimul,21,164,noun_I,3pl,and,SV
Davidjuk_2023,"Или я, или Игорь совершат это далёкое путешествие.",4.5,4.0,coordination,stimul,13,104,I_noun,3pl,or_or,SV
Davidjuk_2023,Илья и я выполнят срочное поручение.,2.9,3.0,coordination,stimul,19,148,noun_I,3pl,and,SV
Davidjuk_2023,Влад или я покрашу этот новый забор.,3.9,4.0,coordination,stimul,21,161,noun_I,1sg,or,SV
Davidjuk_2023,"И я, и Вадим соберём нужный материал.",5.2,5.0,coordination,stimul,23,182,I_noun,1pl,and_and,SV
Davidjuk_2023,Я или Лёва решу эту сложную задачу.,2.4444444444444446,2.0,coordination,stimul,11,81,I_noun,1sg,or,SV
Davidjuk_2023,"И я, и Вася посмотрим документальный фильм.",4.5,4.0,coordination,stimul,2,14,I_noun,1pl,and_and,SV
Davidjuk_2023,Костя или я расскажем эту интересную историю.,4.2,4.0,coordination,stimul,8,58,noun_I,1pl,or,SV
Davidjuk_2023,"И я, и Петя нарисую подробную схему.",2.4,2.0,coordination,stimul,1,5,I_noun,1sg,and_and,SV
Davidjuk_2023,Митя или я составим этот длинный список.,3.909090909090909,4.0,coordination,stimul,29,226,noun_I,1pl,or,SV
Davidjuk_2023,Илья поделит родительские наследство.,4.140127388535032,4.0,bad,filler,33,284,,,,
Davidjuk_2023,Я и Максим сделают домашнее задание.,2.8,3.0,coordination,stimul,3,20,I_noun,3pl,and,SV
Davidjuk_2023,"Или я, или Вася проведут это экстренное совещание.",2.6,3.0,coordination,stimul,1,8,I_noun,3pl,or_or,SV
Davidjuk_2023,Максим или я приобретут этот старинный дом.,2.7,3.0,coordination,stimul,22,172,noun_I,3pl,or,SV
Davidjuk_2023,Миша или я исправим эту случайную ошибку.,6.1,6.0,coordination,stimul,31,242,noun_I,1pl,or,SV
Davidjuk_2023,"Или Кирилл, или я прополет эту капустную грядку.",4.444444444444445,4.0,coordination,stimul,10,79,noun_I,3sg,or_or,SV
Davidjuk_2023,Игорь и я совершу далёкое путешествие.,3.0,3.0,coordination,stimul,28,217,noun_I,1sg,and,SV
Davidjuk_2023,Я или Влад покрасит этот новый забор.,3.3,3.0,coordination,stimul,21,163,I_noun,3sg,or,SV
Davidjuk_2023,Федя или я выиграют этот теннисный турнир.,3.0,3.0,coordination,stimul,26,204,noun_I,3pl,or,SV
Davidjuk_2023,"И я, и Стёпа попробует яблочный пирог.",2.1,2.0,coordination,stimul,9,71,I_noun,3sg,and_and,SV
Davidjuk_2023,"Или Ваня, или я отправлю это заказное письмо.",2.636363636363636,3.0,coordination,stimul,18,141,noun_I,1sg,or_or,SV
Davidjuk_2023,Володя и я приобретут ценный опыт.,2.8,3.0,coordination,stimul,16,124,noun_I,3pl,and,SV
Davidjuk_2023,Я или Митя составят этот длинный список.,2.4,2.0,coordination,stimul,29,228,I_noun,3pl,or,SV
Davidjuk_2023,"Или Паша, или я посещу этот научный семинар.",5.222222222222222,5.0,coordination,stimul,16,125,noun_I,1sg,or_or,SV
Davidjuk_2023,"Или я, или Юра устроим этот детский праздник.",4.8,5.0,coordination,stimul,12,94,I_noun,1pl,or_or,SV
Davidjuk_2023,Дима и я послушает праздничный концерт.,2.1,2.0,coordination,stimul,17,131,noun_I,3sg,and,SV
Davidjuk_2023,"Или Вася, или я проведёт это экстренное совещание.",3.2222222222222223,3.0,coordination,stimul,1,7,noun_I,3sg,or_or,SV
Davidjuk_2023,Гоша или я начнут этот непростой разговор.,3.1,3.0,coordination,stimul,28,220,noun_I,3pl,or,SV
Davidjuk_2023,Я или Олег подпишет это деловое соглашение.,3.9,4.0,coordination,stimul,17,131,I_noun,3sg,or,SV
Davidjuk_2023,Я или Игорь совершу это далёкое путешествие.,2.571428571428572,3.0,coordination,stimul,13,97,I_noun,1sg,or,SV
Davidjuk_2023,Максим и я сделает домашнее задание.,2.3,2.0,coordination,stimul,3,19,noun_I,3sg,and,SV
Davidjuk_2023,Максим испытает сильные удивление.,3.329113924050633,3.0,bad,filler,33,286,,,,
Davidjuk_2023,Артём и Дима продадим плохую картину.,2.39622641509434,2.0,bad,filler,33,279,,,,
Davidjuk_2023,Игорь или я совершит это далёкое путешествие.,3.6,4.0,coordination,stimul,13,99,noun_I,3sg,or,SV
Davidjuk_2023,"Или я, или Никита внесёт этот небольшой аванс.",3.8,4.0,coordination,stimul,14,111,I_noun,3sg,or_or,SV
Davidjuk_2023,Я и Олег уточнит необходимую информацию.,2.8,3.0,coordination,stimul,14,107,I_noun,3sg,and,SV
Davidjuk_2023,Вася и я посмотрит документальный фильм.,3.1,3.0,coordination,stimul,2,11,noun_I,3sg,and,SV
Davidjuk_2023,"И Гриша, и я сыграем шахматную партию.",4.4,4.0,coordination,stimul,29,230,noun_I,1pl,and_and,SV
Davidjuk_2023,"Или Вася, или я проведём это экстренное совещание.",4.0,4.0,coordination,stimul,1,6,noun_I,1pl,or_or,SV
Davidjuk_2023,"Или я, или Егор прочитаю эту вводную лекцию.",2.1,2.0,coordination,stimul,6,45,I_noun,1sg,or_or,SV
Davidjuk_2023,Я и Егор прочитают вводную лекцию.,3.1,3.0,coordination,stimul,18,140,I_noun,3pl,and,SV
Davidjuk_2023,"Или Вова, или я споёт эту весёлую песню.",2.7,3.0,coordination,stimul,3,23,noun_I,3sg,or_or,SV
Davidjuk_2023,"Или я, или Ваня отправлю это заказное письмо.",2.3,2.0,coordination,stimul,18,141,I_noun,1sg,or_or,SV
Davidjuk_2023,Я или Лёва решат эту сложную задачу.,2.7,3.0,coordination,stimul,11,84,I_noun,3pl,or,SV
Davidjuk_2023,Я или Федя выиграют этот теннисный турнир.,5.1,5.0,coordination,stimul,26,204,I_noun,3pl,or,SV
Davidjuk_2023,Слава или я куплю эту известную картину.,3.3,3.0,coordination,stimul,19,145,noun_I,1sg,or,SV
Davidjuk_2023,Максим окончит этот строительную колледж.,3.00625,3.0,bad,filler,33,288,,,,
Davidjuk_2023,"И Яша, и Данила нарушим строгий дедлайн.",2.78343949044586,3.0,bad,filler,33,280,,,,
Davidjuk_2023,"И я, и Лёва решим сложную задачу.",4.9,5.0,coordination,stimul,25,198,I_noun,1pl,and_and,SV
Davidjuk_2023,Боря и я подготовим промежуточный отчёт.,4.444444444444445,4.0,coordination,stimul,21,162,noun_I,1pl,and,SV
Davidjuk_2023,Миша или я исправлю эту случайную ошибку.,3.9,4.0,coordination,stimul,31,241,noun_I,1sg,or,SV
Davidjuk_2023,"И я, и Илья выполню срочное поручение.",2.1,2.0,coordination,stimul,19,149,I_noun,1sg,and_and,SV
Davidjuk_2023,Я или Максим приобретёт этот старинный дом.,3.4,3.0,coordination,stimul,22,171,I_noun,3sg,or,SV
Davidjuk_2023,"И Никита, и я внесём небольшой аванс.",4.7,5.0,coordination,stimul,31,246,noun_I,1pl,and_and,SV
Davidjuk_2023,"И Дима, и я послушаем праздничный концерт.",3.6,4.0,coordination,stimul,17,134,noun_I,1pl,and_and,SV
Davidjuk_2023,Гриша или я переведёт эту английскую фразу.,2.555555555555556,3.0,coordination,stimul,25,195,noun_I,3sg,or,SV
Davidjuk_2023,"Или Федя, или я выиграют этот теннисный турнир.",2.7,3.0,coordination,stimul,26,208,noun_I,3pl,or_or,SV
Davidjuk_2023,Боря или я закончу эту шахматную партию.,3.2,3.0,coordination,stimul,27,209,noun_I,1sg,or,SV
Davidjuk_2023,"И я, и Никита попросят дополнительный отгул.",3.25,3.0,coordination,stimul,10,80,I_noun,3pl,and_and,SV
Davidjuk_2023,Я или Олег подпишу это деловое соглашение.,3.5,4.0,coordination,stimul,17,129,I_noun,1sg,or,SV
Davidjuk_2023,Я или Миша исправят эту случайную ошибку.,2.7,3.0,coordination,stimul,31,244,I_noun,3pl,or,SV
Davidjuk_2023,Юра и я устроит детский праздник.,2.8,3.0,coordination,stimul,26,203,noun_I,3sg,and,SV
Davidjuk_2023,"И я, и Максим прогуляю последний урок.",1.9,2.0,coordination,stimul,32,253,I_noun,1sg,and_and,SV
Davidjuk_2023,"Или Гоша, или я начну этот непростой разговор.",4.2,4.0,coordination,stimul,28,221,noun_I,1sg,or_or,SV
Davidjuk_2023,Никита улучшит этот основную показатель.,2.254658385093168,2.0,bad,filler,33,285,,,,
Davidjuk_2023,Я или Ваня отправлю это заказное письмо.,2.1,2.0,coordination,stimul,18,137,I_noun,1sg,or,SV
Davidjuk_2023,"И Лёва, и Кирилл запустим успешный стартап.",2.703225806451613,3.0,bad,filler,33,276,,,,
Davidjuk_2023,Миша сдаст этот вступительный экзамен.,6.2025316455696204,6.0,good,filler,33,262,,,,
Davidjuk_2023,Гриша и я сыграет шахматную партию.,1.8,2.0,coordination,stimul,29,227,noun_I,3sg,and,SV
Davidjuk_2023,Я и Лёва решу сложную задачу.,2.333333333333333,2.0,coordination,stimul,25,193,I_noun,1sg,and,SV
Davidjuk_2023,Вова или я споют эту весёлую песню.,3.1818181818181817,3.0,coordination,stimul,3,20,noun_I,3pl,or,SV
Davidjuk_2023,Я или Вова спою эту весёлую песню.,3.7,4.0,coordination,stimul,3,17,I_noun,1sg,or,SV
Davidjuk_2023,"И я, и Влад покажу короткую дорогу.",2.7777777777777777,3.0,coordination,stimul,13,101,I_noun,1sg,and_and,SV
Davidjuk_2023,Я и Петя нарисуют подробную схему.,3.5,4.0,coordination,stimul,1,4,I_noun,3pl,and,SV
Davidjuk_2023,"Или Гоша, или я начнёт этот непростой разговор.",3.7,4.0,coordination,stimul,28,223,noun_I,3sg,or_or,SV
Davidjuk_2023,"И Влад, и я покажут короткую дорогу.",3.6,4.0,coordination,stimul,13,104,noun_I,3pl,and_and,SV
Davidjuk_2023,Володя и я приобретём ценный опыт.,6.1,6.0,coordination,stimul,16,122,noun_I,1pl,and,SV
Davidjuk_2023,Я и Вова споёт весёлую песню.,2.555555555555556,3.0,coordination,stimul,7,51,I_noun,3sg,and,SV
Davidjuk_2023,"Или я, или Игорь совершит это далёкое путешествие.",3.0,3.0,coordination,stimul,13,103,I_noun,3sg,or_or,SV
Davidjuk_2023,"Или Егор, или я прочитают эту вводную лекцию.",4.3,4.0,coordination,stimul,6,48,noun_I,3pl,or_or,SV
Davidjuk_2023,"И Игорь, и я совершим далёкое путешествие.",6.0,6.0,coordination,stimul,28,222,noun_I,1pl,and_and,SV
Davidjuk_2023,"И я, и Вадим соберут нужный материал.",2.7,3.0,coordination,stimul,23,184,I_noun,3pl,and_and,SV
Davidjuk_2023,"И Петя, и я нарисуем подробную схему.",3.8,4.0,coordination,stimul,1,6,noun_I,1pl,and_and,SV
Davidjuk_2023,"Или Никита, или я внесём этот небольшой аванс.",5.3,5.0,coordination,stimul,14,110,noun_I,1pl,or_or,SV
Davidjuk_2023,Я или Саша отнесу это тяжёлое ведро.,2.1,2.0,coordination,stimul,32,249,I_noun,1sg,or,SV
Davidjuk_2023,"Или я, или Гена раскроет это подлое преступление.",3.7,4.0,coordination,stimul,23,183,I_noun,3sg,or_or,SV
Davidjuk_2023,Дима или Ваня протрём эту грязную полку.,3.0,3.0,bad,filler,33,275,,,,
Davidjuk_2023,Я и Юра устроят детский праздник.,2.7,3.0,coordination,stimul,26,204,I_noun,3pl,and,SV
Davidjuk_2023,"Или Слава, или я куплю эту известную картину.",3.4,3.0,coordination,stimul,19,149,noun_I,1sg,or_or,SV
Davidjuk_2023,"Или я, или Петя поднимут этот важный вопрос.",3.3,3.0,coordination,stimul,15,120,I_noun,3pl,or_or,SV
Davidjuk_2023,Я и Данила найдёт верный ответ.,2.5,2.0,coordination,stimul,20,155,I_noun,3sg,and,SV
Davidjuk_2023,Лёва и я решим сложную задачу.,5.7,6.0,coordination,stimul,25,194,noun_I,1pl,and,SV
Davidjuk_2023,Егор или я прочитаем эту вводную лекцию.,5.666666666666667,6.0,coordination,stimul,6,42,noun_I,1pl,or,SV
Davidjuk_2023,Дима и я послушают праздничный концерт.,4.0,4.0,coordination,stimul,17,132,noun_I,3pl,and,SV
Davidjuk_2023,"Или Максим, или я приобрету этот старинный дом.",3.7,4.0,coordination,stimul,22,173,noun_I,1sg,or_or,SV
Davidjuk_2023,Стёпа или я исполнят эту оперную арию.,3.7,4.0,coordination,stimul,4,28,noun_I,3pl,or,SV
Davidjuk_2023,Влад и я покажут короткую дорогу.,3.111111111111111,3.0,coordination,stimul,13,100,noun_I,3pl,and,SV
Davidjuk_2023,"Или я, или Максим приобретут этот старинный дом.",3.7,4.0,coordination,stimul,22,176,I_noun,3pl,or_or,SV
