author,sentence,response,group,sentence_id,lexicalization,conj_number,second_conj,numeral,subtype,type,response_round,condition
Studenikina_2023,Светлана научилась старинным манерах и традициях на историческом балу.,2.211764705882353,F,14,,,,,bad,filler,2.0,bad
Studenikina_2023,Степан последовал мудрым советам и наставлениям после психологического тренинга.,5.976470588235294,F,20,,,,,good,filler,6.0,good
Studenikina_2023,Елизавета расписалась в пяти официальных договоре в течение дня.,2.1058823529411765,F,30,,,,,bad,filler,2.0,bad
Studenikina_2023,Вера побывала в четырех московских музеях в компании родственников.,6.247058823529412,F,29,,,,,good,filler,6.0,good
Studenikina_2023,Илья заговорил о пяти последних событиях с журналистом газеты.,5.905882352941177,F,9,,,,,good,filler,6.0,good
Studenikina_2023,Виктор рассказал о трех важных результате на научном собрании.,2.119047619047619,F,3,,,,,bad,filler,2.0,bad
Studenikina_2023,Ирина подумала об одном негативном звонке из школы сына.,5.541176470588235,F,5,,,,,good,filler,6.0,good
Studenikina_2023,Дарья позавидовала чужим наградах и успехах на конкурсе талантов.,2.2,F,22,,,,,bad,filler,2.0,bad
Studenikina_2023,Эвелина сообщила передовым газетам и телеканалам о дате бракосочетания.,6.176470588235294,F,8,,,,,good,filler,6.0,good
Studenikina_2023,Галина сыграла на двух музыкальных инструментах на отчетном концерте.,6.352941176470588,F,21,,,,,good,filler,6.0,good
Studenikina_2023,Тимур поддался многочисленным просьбах и убеждениях насчёт программы мероприятия.,2.0352941176470587,F,18,,,,,bad,filler,2.0,bad
Studenikina_2023,Максим доложил о семи технических проблеме на ежедневном обсуждении.,2.023529411764706,F,11,,,,,bad,filler,2.0,bad
Studenikina_2023,Софья подверглась различным неприятностям и трудностям в новой школе.,5.642857142857143,F,16,,,,,good,filler,6.0,good
Studenikina_2023,Тимофей помог местным инженерам и рабочим в экономический кризис.,5.011764705882353,F,4,,,,,good,filler,5.0,good
Studenikina_2023,Елизавета выступила в шести зарубежных театрах во время гастролей.,6.282352941176471,F,13,,,,,good,filler,6.0,good
Studenikina_2023,Даниил отработал на четырех металлургических заводах до наступления пенсии.,6.305882352941176,F,17,,,,,good,filler,6.0,good
Studenikina_2023,Лариса победила в шести музыкальных конкурсе в этом году.,2.070588235294118,F,7,,,,,bad,filler,2.0,bad
Studenikina_2023,Елена сосредоточилась на двух знакомых картине на выставке живописи.,2.1785714285714284,F,15,,,,,bad,filler,2.0,bad
Studenikina_2023,Леонид поучаствовал в четырех марафонских забеге в начале лета.,2.223529411764706,F,19,,,,,bad,filler,2.0,bad
Studenikina_2023,Валентин заговорил о трех новых одноклассниках со своими друзьями.,5.776470588235294,F,1,,,,,good,filler,6.0,good
Studenikina_2023,Аркадий узнал о трех художественных выставке в картинной галерее.,2.211764705882353,F,27,,,,,bad,filler,2.0,bad
Studenikina_2023,Валентин удивился ребяческим словах и поступках в известном фильме.,2.1411764705882352,F,26,,,,,bad,filler,2.0,bad
Studenikina_2023,Альберт представился внимательным зрителям и судьям перед началом соревнования.,4.619047619047619,F,12,,,,,good,filler,5.0,good
Studenikina_2023,Екатерина уступила настойчивым мольбам и уговорам о покупке игрушки.,5.882352941176471,F,24,,,,,good,filler,6.0,good
Studenikina_2023,Станислав поспособствовал юношеским начинаниям и увлечениям путем финансовых вложений.,5.635294117647059,F,28,,,,,good,filler,6.0,good
Studenikina_2023,Юрий вспомнил об одном новогоднем празднике в актовом зале.,6.270588235294118,F,25,,,,,good,filler,6.0,good
Studenikina_2023,Алина предалась романтическим мечтах и размышлениях на скамейке парка.,2.235294117647059,F,6,,,,,bad,filler,2.0,bad
Studenikina_2023,Ростислав посодействовал воодушевляющим целях и стремлениях на форуме учёных.,2.011764705882353,F,10,,,,,bad,filler,2.0,bad
